,year,mmwr_week,Reporting Area,Meningococcal disease; All serogroups current week,Meningococcal disease; All serogroups previous 52 weeks maximum�,Meningococcal disease; All serogroups cummulative YTD for 2019�,Meningococcal disease; All serogroups cummulative YTD for 2018�,Meningococcal disease; Serogroups ACWY current week,Meningococcal disease; Serogroups ACWY previous 52 weeks maximum�,Meningococcal disease; Serogroups ACWY cummulative YTD for 2019�,Meningococcal disease; Serogroups ACWY cummulative YTD for 2018�,Meningococcal disease; Serogroup B current week,Meningococcal disease; Serogroup B previous 52 weeks maximum�,Meningococcal disease; Serogroup B cummulative YTD for 2019�,Meningococcal disease; Serogroup B cummulative YTD for 2018�,column labels in same order that data fields appears in each record below:
85,2019,5,Non-U.S. Residents,0,NC,0,0,0,NC,0,NP,0,NC,0,NP,
86,2019,5,Total,2,13,23,52,1,4,10,13,0,3,1,8,
17,2019,6,"U.S. Residents, excluding U.S. Territories",0,12,23,59,0,4,10,16,0,3,1,8,
18,2019,6,New England,0,2,1,1,0,2,1,1,0,1,0,0,
19,2019,6,Connecticut,0,1,0,0,0,0,0,0,0,1,0,0,
20,2019,6,Maine,0,1,0,0,0,1,0,0,0,0,0,0,
21,2019,6,Massachusetts,0,2,0,1,0,2,0,1,0,1,0,0,
22,2019,6,New Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,
23,2019,6,Rhode Island,0,1,1,0,0,1,1,0,0,0,0,0,
24,2019,6,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
25,2019,6,Middle Atlantic,0,3,4,4,0,1,2,0,0,1,1,0,
26,2019,6,New Jersey,0,1,0,1,0,0,0,0,0,0,0,0,
27,2019,6,New York (excluding New York City),0,2,3,1,0,1,2,0,0,1,1,0,
28,2019,6,New York City,0,1,1,1,0,0,0,0,0,0,0,0,
29,2019,6,Pennsylvania,0,2,0,1,0,0,0,0,0,0,0,0,
30,2019,6,East North Central,0,3,2,5,0,2,2,2,0,1,0,2,
31,2019,6,Illinois,0,1,0,0,0,1,0,0,0,1,0,0,
32,2019,6,Indiana,0,2,2,0,0,2,2,0,0,1,0,0,
33,2019,6,Michigan,0,1,0,1,0,1,0,1,0,0,0,0,
34,2019,6,Ohio,0,2,0,2,0,1,0,0,0,1,0,2,
35,2019,6,Wisconsin,0,1,0,2,0,1,0,1,0,1,0,0,
36,2019,6,West North Central,0,3,0,2,0,0,0,0,0,1,0,0,
37,2019,6,Iowa,0,1,0,0,0,0,0,0,0,0,0,0,
38,2019,6,Kansas,0,1,0,0,0,0,0,0,0,1,0,0,
39,2019,6,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,
40,2019,6,Missouri,0,3,0,2,0,0,0,0,0,0,0,0,
41,2019,6,Nebraska,0,1,0,0,0,0,0,0,0,0,0,0,
42,2019,6,North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
43,2019,6,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
44,2019,6,South Atlantic,0,3,3,14,0,1,0,5,0,1,0,3,
45,2019,6,Delaware,0,1,0,0,0,0,0,0,0,0,0,0,
46,2019,6,District of Columbia,0,0,0,0,0,0,0,0,0,0,0,0,
47,2019,6,Florida,0,2,1,3,0,0,0,0,0,0,0,0,
48,2019,6,Georgia,0,2,2,6,0,1,0,4,0,1,0,1,
49,2019,6,Maryland,0,1,0,3,0,1,0,0,0,0,0,2,
50,2019,6,North Carolina,0,1,0,1,0,1,0,0,0,1,0,0,
51,2019,6,South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,
52,2019,6,Virginia,0,2,0,1,0,1,0,1,0,1,0,0,
53,2019,6,West Virginia,0,1,0,0,0,0,0,0,0,0,0,0,
54,2019,6,East South Central,0,2,1,2,0,1,1,1,0,1,0,1,
55,2019,6,Alabama,0,1,0,0,0,1,0,0,0,1,0,0,
56,2019,6,Kentucky,0,1,1,1,0,1,1,0,0,0,0,1,
57,2019,6,Mississippi,0,1,0,0,0,0,0,0,0,0,0,0,
58,2019,6,Tennessee,0,1,0,1,0,1,0,1,0,1,0,0,
59,2019,6,West South Central,0,3,3,6,0,2,3,2,0,1,0,0,
60,2019,6,Arkansas,0,1,0,0,0,0,0,0,0,1,0,0,
61,2019,6,Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,
62,2019,6,Oklahoma,0,2,2,0,0,2,2,0,0,1,0,0,
63,2019,6,Texas,0,3,1,6,0,1,1,2,0,1,0,0,
64,2019,6,Mountain,0,2,3,6,0,1,0,1,0,1,0,1,
65,2019,6,Arizona,0,1,1,1,0,0,0,1,0,0,0,0,
66,2019,6,Colorado,0,1,1,1,0,1,0,0,0,0,0,1,
67,2019,6,Idaho,0,0,0,2,0,0,0,0,0,0,0,0,
68,2019,6,Montana,0,1,1,0,0,0,0,0,0,0,0,0,
69,2019,6,Nevada,0,1,0,1,0,1,0,0,0,0,0,0,
70,2019,6,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,
71,2019,6,Utah,0,1,0,0,0,0,0,0,0,1,0,0,
72,2019,6,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
73,2019,6,Pacific,0,5,6,19,0,3,1,4,0,1,0,1,
74,2019,6,Alaska,0,1,0,0,0,1,0,0,0,1,0,0,
75,2019,6,California,0,2,3,13,0,0,0,0,0,0,0,0,
76,2019,6,Hawaii,0,1,1,0,0,0,0,0,0,0,0,0,
77,2019,6,Oregon,0,2,2,6,0,2,1,4,0,1,0,1,
78,2019,6,Washington,0,3,0,0,0,3,0,0,0,1,0,0,
79,2019,6,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
80,2019,6,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
81,2019,6,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
82,2019,6,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
83,2019,6,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
84,2019,6,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
85,2019,6,Non-U.S. Residents,0,NC,0,0,0,NC,0,NP,0,NC,0,NP,
86,2019,6,Total,0,12,23,59,0,4,10,16,0,3,1,8,
17,2019,7,"U.S. Residents, excluding U.S. Territories",4,12,31,68,1,5,13,18,0,3,2,8,
18,2019,7,New England,0,2,1,2,0,2,1,2,0,1,0,0,
19,2019,7,Connecticut,0,1,0,0,0,0,0,0,0,1,0,0,
20,2019,7,Maine,0,1,0,0,0,1,0,0,0,0,0,0,
21,2019,7,Massachusetts,0,2,0,2,0,2,0,2,0,1,0,0,
22,2019,7,New Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,
23,2019,7,Rhode Island,0,1,1,0,0,1,1,0,0,0,0,0,
24,2019,7,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
25,2019,7,Middle Atlantic,0,3,5,4,0,1,2,0,0,1,1,0,
26,2019,7,New Jersey,0,1,0,1,0,0,0,0,0,0,0,0,
27,2019,7,New York (excluding New York City),0,2,3,1,0,1,2,0,0,1,1,0,
28,2019,7,New York City,0,1,1,1,0,0,0,0,0,0,0,0,
29,2019,7,Pennsylvania,0,2,1,1,0,0,0,0,0,0,0,0,
30,2019,7,East North Central,2,3,5,6,0,2,3,2,0,1,0,2,
31,2019,7,Illinois,0,1,0,0,0,1,0,0,0,1,0,0,
32,2019,7,Indiana,0,2,2,0,0,2,2,0,0,1,0,0,
33,2019,7,Michigan,0,1,1,1,0,1,1,1,0,0,0,0,
34,2019,7,Ohio,2,2,2,3,0,1,0,0,0,1,0,2,
35,2019,7,Wisconsin,0,1,0,2,0,1,0,1,0,1,0,0,
36,2019,7,West North Central,0,3,0,5,0,0,0,0,0,1,0,0,
37,2019,7,Iowa,0,1,0,0,0,0,0,0,0,0,0,0,
38,2019,7,Kansas,0,1,0,0,0,0,0,0,0,1,0,0,
39,2019,7,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,
40,2019,7,Missouri,0,3,0,5,0,0,0,0,0,0,0,0,
41,2019,7,Nebraska,0,1,0,0,0,0,0,0,0,0,0,0,
42,2019,7,North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
43,2019,7,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
44,2019,7,South Atlantic,1,3,4,17,0,1,1,5,0,1,0,3,
45,2019,7,Delaware,0,1,0,0,0,0,0,0,0,0,0,0,
46,2019,7,District of Columbia,0,0,0,0,0,0,0,0,0,0,0,0,
47,2019,7,Florida,1,2,2,5,0,0,0,0,0,0,0,0,
48,2019,7,Georgia,0,2,2,6,0,1,1,4,0,1,0,1,
49,2019,7,Maryland,0,1,0,3,0,1,0,0,0,0,0,2,
50,2019,7,North Carolina,0,1,0,2,0,1,0,0,0,1,0,0,
51,2019,7,South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,
52,2019,7,Virginia,0,2,0,1,0,1,0,1,0,1,0,0,
53,2019,7,West Virginia,0,1,0,0,0,0,0,0,0,0,0,0,
54,2019,7,East South Central,0,2,1,2,0,1,1,1,0,1,0,1,
55,2019,7,Alabama,0,1,0,0,0,1,0,0,0,1,0,0,
56,2019,7,Kentucky,0,1,1,1,0,1,1,0,0,0,0,1,
57,2019,7,Mississippi,0,1,0,0,0,0,0,0,0,0,0,0,
58,2019,7,Tennessee,0,1,0,1,0,1,0,1,0,1,0,0,
59,2019,7,West South Central,1,3,4,6,1,2,4,2,0,1,0,0,
60,2019,7,Arkansas,0,1,0,0,0,0,0,0,0,1,0,0,
61,2019,7,Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,
62,2019,7,Oklahoma,1,2,3,0,1,2,3,0,0,1,0,0,
63,2019,7,Texas,0,3,1,6,0,1,1,2,0,1,0,0,
64,2019,7,Mountain,0,2,3,7,0,1,0,2,0,1,1,1,
65,2019,7,Arizona,0,1,1,1,0,0,0,1,0,0,0,0,
66,2019,7,Colorado,0,1,1,2,0,1,0,1,0,0,0,1,
67,2019,7,Idaho,0,0,0,2,0,0,0,0,0,0,0,0,
68,2019,7,Montana,0,1,1,0,0,0,0,0,0,1,1,0,
69,2019,7,Nevada,0,1,0,1,0,1,0,0,0,0,0,0,
70,2019,7,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,
71,2019,7,Utah,0,1,0,0,0,0,0,0,0,1,0,0,
72,2019,7,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
73,2019,7,Pacific,0,5,8,19,0,3,1,4,0,1,0,1,
74,2019,7,Alaska,0,1,0,0,0,1,0,0,0,1,0,0,
75,2019,7,California,0,2,5,13,0,0,0,0,0,0,0,0,
76,2019,7,Hawaii,0,1,1,0,0,0,0,0,0,0,0,0,
77,2019,7,Oregon,0,2,2,6,0,2,1,4,0,1,0,1,
78,2019,7,Washington,0,3,0,0,0,3,0,0,0,1,0,0,
79,2019,7,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
80,2019,7,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
81,2019,7,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
82,2019,7,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
83,2019,7,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
84,2019,7,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
85,2019,7,Non-U.S. Residents,0,NC,0,0,0,NC,0,NP,0,NC,0,NP,
86,2019,7,Total,4,12,31,68,1,5,13,18,0,3,2,8,
17,2019,8,"U.S. Residents, excluding U.S. Territories",3,12,46,78,0,7,20,20,1,3,3,10,
18,2019,8,New England,0,3,7,3,0,3,7,3,0,1,0,0,
19,2019,8,Connecticut,0,1,0,0,0,0,0,0,0,1,0,0,
20,2019,8,Maine,0,1,0,0,0,1,0,0,0,0,0,0,
21,2019,8,Massachusetts,0,2,6,3,0,2,6,3,0,1,0,0,
22,2019,8,New Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,
23,2019,8,Rhode Island,0,1,1,0,0,1,1,0,0,0,0,0,
24,2019,8,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
25,2019,8,Middle Atlantic,1,3,6,6,0,1,2,0,1,1,2,0,
26,2019,8,New Jersey,0,1,0,2,0,0,0,0,0,0,0,0,
27,2019,8,New York (excluding New York City),1,2,4,1,0,1,2,0,1,1,2,0,
28,2019,8,New York City,0,1,1,1,0,0,0,0,0,0,0,0,
29,2019,8,Pennsylvania,0,2,1,2,0,0,0,0,0,0,0,0,
30,2019,8,East North Central,0,3,5,8,0,2,3,2,0,1,0,2,
31,2019,8,Illinois,0,1,0,0,0,1,0,0,0,1,0,0,
32,2019,8,Indiana,0,2,2,0,0,2,2,0,0,1,0,0,
33,2019,8,Michigan,0,1,1,1,0,1,1,1,0,0,0,0,
34,2019,8,Ohio,0,2,2,5,0,1,0,0,0,1,0,2,
35,2019,8,Wisconsin,0,1,0,2,0,1,0,1,0,1,0,0,
36,2019,8,West North Central,1,2,3,5,0,0,0,0,0,1,0,0,
37,2019,8,Iowa,0,1,1,0,0,0,0,0,0,0,0,0,
38,2019,8,Kansas,0,1,0,0,0,0,0,0,0,1,0,0,
39,2019,8,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,
40,2019,8,Missouri,1,2,2,5,0,0,0,0,0,0,0,0,
41,2019,8,Nebraska,0,1,0,0,0,0,0,0,0,0,0,0,
42,2019,8,North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
43,2019,8,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
44,2019,8,South Atlantic,1,3,6,20,0,1,2,6,0,1,0,4,
45,2019,8,Delaware,0,1,0,0,0,0,0,0,0,0,0,0,
46,2019,8,District of Columbia,0,0,0,0,0,0,0,0,0,0,0,0,
47,2019,8,Florida,1,2,3,6,0,0,0,0,0,0,0,0,
48,2019,8,Georgia,0,2,2,8,0,1,1,5,0,1,0,2,
49,2019,8,Maryland,0,1,0,3,0,1,0,0,0,0,0,2,
50,2019,8,North Carolina,0,1,1,2,0,1,1,0,0,1,0,0,
51,2019,8,South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,
52,2019,8,Virginia,0,2,0,1,0,1,0,1,0,1,0,0,
53,2019,8,West Virginia,0,1,0,0,0,0,0,0,0,0,0,0,
54,2019,8,East South Central,0,2,1,3,0,1,1,1,0,1,0,2,
55,2019,8,Alabama,0,1,0,1,0,1,0,0,0,1,0,1,
56,2019,8,Kentucky,0,1,1,1,0,1,1,0,0,0,0,1,
57,2019,8,Mississippi,0,1,0,0,0,0,0,0,0,0,0,0,
58,2019,8,Tennessee,0,1,0,1,0,1,0,1,0,1,0,0,
59,2019,8,West South Central,0,3,6,6,0,2,4,2,0,1,0,0,
60,2019,8,Arkansas,0,1,0,0,0,0,0,0,0,1,0,0,
61,2019,8,Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,
62,2019,8,Oklahoma,0,2,3,0,0,2,3,0,0,1,0,0,
63,2019,8,Texas,0,3,3,6,0,1,1,2,0,1,0,0,
64,2019,8,Mountain,0,2,3,7,0,1,0,2,0,1,1,1,
65,2019,8,Arizona,0,1,1,1,0,0,0,1,0,0,0,0,
66,2019,8,Colorado,0,1,1,2,0,1,0,1,0,0,0,1,
67,2019,8,Idaho,0,0,0,2,0,0,0,0,0,0,0,0,
68,2019,8,Montana,0,1,1,0,0,0,0,0,0,1,1,0,
69,2019,8,Nevada,0,1,0,1,0,1,0,0,0,0,0,0,
70,2019,8,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,
71,2019,8,Utah,0,1,0,0,0,0,0,0,0,1,0,0,
72,2019,8,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
73,2019,8,Pacific,0,5,9,20,0,3,1,4,0,1,0,1,
74,2019,8,Alaska,0,1,0,0,0,1,0,0,0,1,0,0,
75,2019,8,California,0,2,6,14,0,0,0,0,0,0,0,0,
76,2019,8,Hawaii,0,1,1,0,0,0,0,0,0,0,0,0,
77,2019,8,Oregon,0,2,2,6,0,2,1,4,0,1,0,1,
78,2019,8,Washington,0,3,0,0,0,3,0,0,0,1,0,0,
79,2019,8,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
80,2019,8,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
81,2019,8,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
82,2019,8,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
83,2019,8,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
84,2019,8,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
85,2019,8,Non-U.S. Residents,0,NC,0,0,0,NC,0,NP,0,NC,0,NP,
86,2019,8,Total,3,12,46,78,0,7,20,20,1,3,3,10,
17,2019,9,"U.S. Residents, excluding U.S. Territories",1,12,53,85,0,7,21,23,0,3,4,9,
18,2019,9,New England,0,3,7,3,0,3,7,3,0,1,0,0,
19,2019,9,Connecticut,0,1,0,0,0,0,0,0,0,1,0,0,
20,2019,9,Maine,0,1,0,0,0,1,0,0,0,0,0,0,
21,2019,9,Massachusetts,0,2,6,3,0,2,6,3,0,1,0,0,
22,2019,9,New Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,
23,2019,9,Rhode Island,0,1,1,0,0,1,1,0,0,0,0,0,
24,2019,9,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
25,2019,9,Middle Atlantic,0,3,6,7,0,1,2,0,0,1,2,0,
26,2019,9,New Jersey,0,1,0,2,0,0,0,0,0,0,0,0,
27,2019,9,New York (excluding New York City),0,2,4,1,0,1,2,0,0,1,2,0,
28,2019,9,New York City,0,1,1,1,0,0,0,0,0,0,0,0,
29,2019,9,Pennsylvania,0,2,1,3,0,0,0,0,0,0,0,0,
30,2019,9,East North Central,0,3,5,8,0,2,3,2,0,1,0,2,
31,2019,9,Illinois,0,1,0,0,0,1,0,0,0,1,0,0,
32,2019,9,Indiana,0,2,2,0,0,2,2,0,0,1,0,0,
33,2019,9,Michigan,0,1,1,1,0,1,1,1,0,0,0,0,
34,2019,9,Ohio,0,2,2,5,0,1,0,0,0,1,0,2,
35,2019,9,Wisconsin,0,1,0,2,0,1,0,1,0,1,0,0,
36,2019,9,West North Central,0,2,3,5,0,0,0,0,0,1,0,0,
37,2019,9,Iowa,0,1,1,0,0,0,0,0,0,0,0,0,
38,2019,9,Kansas,0,1,0,0,0,0,0,0,0,1,0,0,
39,2019,9,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,
40,2019,9,Missouri,0,2,2,5,0,0,0,0,0,0,0,0,
41,2019,9,Nebraska,0,1,0,0,0,0,0,0,0,0,0,0,
42,2019,9,North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
43,2019,9,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
44,2019,9,South Atlantic,1,3,10,23,0,2,3,7,0,1,0,4,
45,2019,9,Delaware,0,1,0,0,0,0,0,0,0,0,0,0,
46,2019,9,District of Columbia,0,1,1,0,0,0,0,0,0,0,0,0,
47,2019,9,Florida,1,2,4,8,0,0,0,0,0,0,0,0,
48,2019,9,Georgia,0,1,2,8,0,1,1,5,0,0,0,2,
49,2019,9,Maryland,0,1,0,3,0,1,0,0,0,0,0,2,
50,2019,9,North Carolina,0,1,1,3,0,1,1,1,0,1,0,0,
51,2019,9,South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,
52,2019,9,Virginia,0,2,2,1,0,1,1,1,0,1,0,0,
53,2019,9,West Virginia,0,1,0,0,0,0,0,0,0,0,0,0,
54,2019,9,East South Central,0,2,2,3,0,1,1,1,0,1,0,2,
55,2019,9,Alabama,0,1,0,1,0,1,0,0,0,0,0,1,
56,2019,9,Kentucky,0,1,2,1,0,1,1,0,0,0,0,1,
57,2019,9,Mississippi,0,1,0,0,0,0,0,0,0,0,0,0,
58,2019,9,Tennessee,0,1,0,1,0,1,0,1,0,1,0,0,
59,2019,9,West South Central,0,3,6,6,0,2,4,2,0,1,0,0,
60,2019,9,Arkansas,0,1,0,0,0,0,0,0,0,1,0,0,
61,2019,9,Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,
62,2019,9,Oklahoma,0,2,3,0,0,2,3,0,0,1,0,0,
63,2019,9,Texas,0,3,3,6,0,1,1,2,0,1,0,0,
64,2019,9,Mountain,0,2,4,8,0,1,0,3,0,1,2,1,
65,2019,9,Arizona,0,1,1,1,0,0,0,1,0,1,1,0,
66,2019,9,Colorado,0,1,1,3,0,1,0,2,0,0,0,1,
67,2019,9,Idaho,0,0,0,2,0,0,0,0,0,0,0,0,
68,2019,9,Montana,0,1,1,0,0,0,0,0,0,1,1,0,
69,2019,9,Nevada,0,1,0,1,0,1,0,0,0,0,0,0,
70,2019,9,New Mexico,0,1,1,1,0,0,0,0,0,0,0,0,
71,2019,9,Utah,0,1,0,0,0,0,0,0,0,1,0,0,
72,2019,9,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
73,2019,9,Pacific,0,5,10,22,0,3,1,5,0,1,0,0,
74,2019,9,Alaska,0,1,0,0,0,1,0,0,0,1,0,0,
75,2019,9,California,0,3,7,16,0,0,0,0,0,0,0,0,
76,2019,9,Hawaii,0,1,1,0,0,0,0,0,0,0,0,0,
77,2019,9,Oregon,0,2,2,6,0,2,1,5,0,1,0,0,
78,2019,9,Washington,0,3,0,0,0,3,0,0,0,1,0,0,
79,2019,9,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
80,2019,9,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
81,2019,9,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
82,2019,9,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
83,2019,9,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
84,2019,9,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
85,2019,9,Non-U.S. Residents,0,NC,0,0,0,NC,0,NP,0,NC,0,NP,
86,2019,9,Total,1,12,53,85,0,7,21,23,0,3,4,9,
17,2019,10,"U.S. Residents, excluding U.S. Territories",2,12,64,89,0,7,26,23,0,3,4,10,
18,2019,10,New England,0,3,7,3,0,3,7,3,0,1,0,0,
19,2019,10,Connecticut,0,1,0,0,0,0,0,0,0,1,0,0,
20,2019,10,Maine,0,1,0,0,0,1,0,0,0,0,0,0,
21,2019,10,Massachusetts,0,2,6,3,0,2,6,3,0,1,0,0,
22,2019,10,New Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,
23,2019,10,Rhode Island,0,1,1,0,0,1,1,0,0,0,0,0,
24,2019,10,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
25,2019,10,Middle Atlantic,1,3,7,8,0,1,2,0,0,1,2,0,
26,2019,10,New Jersey,0,1,0,2,0,0,0,0,0,0,0,0,
27,2019,10,New York (excluding New York City),0,2,4,1,0,1,2,0,0,1,2,0,
28,2019,10,New York City,1,1,2,1,0,0,0,0,0,0,0,0,
29,2019,10,Pennsylvania,0,2,1,4,0,0,0,0,0,0,0,0,
30,2019,10,East North Central,0,3,7,10,0,2,6,2,0,1,0,2,
31,2019,10,Illinois,0,1,1,0,0,1,1,0,0,1,0,0,
32,2019,10,Indiana,0,2,3,1,0,2,3,0,0,1,0,0,
33,2019,10,Michigan,0,1,1,1,0,1,1,1,0,0,0,0,
34,2019,10,Ohio,0,2,2,5,0,1,1,0,0,1,0,2,
35,2019,10,Wisconsin,0,1,0,3,0,1,0,1,0,1,0,0,
36,2019,10,West North Central,0,2,3,5,0,0,0,0,0,1,0,0,
37,2019,10,Iowa,0,1,1,0,0,0,0,0,0,0,0,0,
38,2019,10,Kansas,0,1,0,0,0,0,0,0,0,1,0,0,
39,2019,10,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,
40,2019,10,Missouri,0,2,2,5,0,0,0,0,0,0,0,0,
41,2019,10,Nebraska,0,1,0,0,0,0,0,0,0,0,0,0,
42,2019,10,North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
43,2019,10,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
44,2019,10,South Atlantic,1,5,16,24,0,2,4,7,0,1,0,5,
45,2019,10,Delaware,0,1,0,0,0,0,0,0,0,0,0,0,
46,2019,10,District of Columbia,0,1,1,0,0,0,0,0,0,0,0,0,
47,2019,10,Florida,1,1,5,8,0,0,0,0,0,0,0,0,
48,2019,10,Georgia,0,2,4,8,0,1,1,5,0,0,0,2,
49,2019,10,Maryland,0,1,0,3,0,1,0,0,0,0,0,2,
50,2019,10,North Carolina,0,1,3,4,0,1,1,1,0,1,0,1,
51,2019,10,South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,
52,2019,10,Virginia,0,2,3,1,0,1,2,1,0,1,0,0,
53,2019,10,West Virginia,0,1,0,0,0,0,0,0,0,0,0,0,
54,2019,10,East South Central,0,2,3,3,0,1,1,1,0,1,0,2,
55,2019,10,Alabama,0,1,0,1,0,1,0,0,0,0,0,1,
56,2019,10,Kentucky,0,1,2,1,0,1,1,0,0,0,0,1,
57,2019,10,Mississippi,0,1,1,0,0,0,0,0,0,0,0,0,
58,2019,10,Tennessee,0,1,0,1,0,1,0,1,0,1,0,0,
59,2019,10,West South Central,0,3,6,6,0,2,4,2,0,1,0,0,
60,2019,10,Arkansas,0,1,0,0,0,0,0,0,0,1,0,0,
61,2019,10,Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,
62,2019,10,Oklahoma,0,2,3,0,0,2,3,0,0,1,0,0,
63,2019,10,Texas,0,3,3,6,0,1,1,2,0,1,0,0,
64,2019,10,Mountain,0,2,5,8,0,1,1,3,0,1,2,1,
65,2019,10,Arizona,0,1,1,1,0,0,0,1,0,1,1,0,
66,2019,10,Colorado,0,1,1,3,0,1,0,2,0,0,0,1,
67,2019,10,Idaho,0,0,0,2,0,0,0,0,0,0,0,0,
68,2019,10,Montana,0,1,1,0,0,0,0,0,0,1,1,0,
69,2019,10,Nevada,0,1,1,1,0,1,1,0,0,0,0,0,
70,2019,10,New Mexico,0,1,1,1,0,0,0,0,0,0,0,0,
71,2019,10,Utah,0,1,0,0,0,0,0,0,0,1,0,0,
72,2019,10,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
73,2019,10,Pacific,0,5,10,22,0,3,1,5,0,1,0,0,
74,2019,10,Alaska,0,1,0,0,0,1,0,0,0,1,0,0,
75,2019,10,California,0,3,7,16,0,0,0,0,0,0,0,0,
76,2019,10,Hawaii,0,1,1,0,0,0,0,0,0,0,0,0,
77,2019,10,Oregon,0,2,2,6,0,2,1,5,0,1,0,0,
78,2019,10,Washington,0,3,0,0,0,3,0,0,0,1,0,0,
79,2019,10,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
80,2019,10,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
81,2019,10,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
82,2019,10,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
83,2019,10,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
84,2019,10,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
85,2019,10,Non-U.S. Residents,0,NC,0,0,0,NC,0,NP,0,NC,0,NP,
86,2019,10,Total,2,12,64,89,0,7,26,23,0,3,4,10,
17,2019,11,"U.S. Residents, excluding U.S. Territories",8,12,76,102,2,7,28,27,0,3,4,12,
18,2019,11,New England,2,3,9,3,1,3,8,3,0,1,0,0,
19,2019,11,Connecticut,1,1,1,0,0,0,0,0,0,1,0,0,
20,2019,11,Maine,0,1,0,0,0,1,0,0,0,0,0,0,
21,2019,11,Massachusetts,1,2,7,3,1,2,7,3,0,1,0,0,
