,year,mmwr_week,Reporting Area,Lyme disease current week,Lyme disease previous 52 weeks median ,Lyme disease previous 52 weeks maximum ,Lyme disease cummulative for 2015,Lyme disease cummulative for 2014,Malaria current week,Malaria previous 52 weeks median ,Malaria previous 52 weeks maximum ,Malaria cummulative for 2015,Malaria cummulative for 2014,"Meningococcal diseases, invasive�, All groups current week","Meningococcal diseases, invasive�, All groups previous 52 weeks median ","Meningococcal diseases, invasive�, All groups previous 52 weeks maximum ","Meningococcal diseases, invasive�, All groups cummulative for 2015","Meningococcal diseases, invasive�, All groups cummulative for 2014"
78,2015,14,PACIFIC,1,2,8,10,13,0,3,7,19,32,0,1,7,26,51
79,2015,14,Alaska,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
80,2015,14,Calif.,0,1,5,5,8,0,1,5,13,21,0,0,4,14,34
81,2015,14,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,1,1,1
82,2015,14,Oreg.,1,1,3,4,5,0,0,2,4,1,0,0,3,11,11
83,2015,14,Wash.,0,0,2,0,0,0,0,3,1,9,0,0,6,0,5
84,2015,14,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,14,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,14,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,14,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,0,0,0
88,2015,14,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,14,,,,,,,,,,,,,,,,
22,2015,15,UNITED STATES,47,424,"1,922","1,581","2,564",9,25,54,142,312,7,6,13,117,170
23,2015,15,NEW ENGLAND,0,134,757,187,953,0,1,7,7,23,1,0,2,7,5
24,2015,15,Conn.,0,31,178,36,189,0,0,2,0,3,0,0,1,0,0
25,2015,15,Maine,0,16,94,59,75,0,0,1,0,2,0,0,1,1,0
26,2015,15,Mass.,0,55,465,16,519,0,1,5,6,13,0,0,1,2,4
27,2015,15,N.H.,0,2,67,1,76,0,0,1,0,2,0,0,0,0,0
28,2015,15,R.I.,0,11,84,42,42,0,0,3,1,3,0,0,2,2,1
29,2015,15,Vt.,0,7,48,33,52,0,0,2,0,0,1,0,1,2,0
30,2015,15,MID. ATLANTIC,38,192,961,966,"1,213",3,6,24,38,79,0,1,4,13,10
31,2015,15,N.J.,0,37,191,210,461,0,1,5,8,10,0,0,1,2,2
32,2015,15,N.Y. (Upstate),12,42,172,157,171,2,1,4,13,11,0,0,2,3,1
33,2015,15,N.Y. City,1,3,441,29,31,1,3,16,13,41,0,0,2,4,4
34,2015,15,Pa.,25,85,642,570,550,0,1,6,4,17,0,0,2,4,3
35,2015,15,E.N. CENTRAL,0,15,137,39,102,2,2,6,17,25,0,1,3,10,18
36,2015,15,Ill.,0,1,18,4,8,0,1,4,5,6,0,0,1,1,7
37,2015,15,Ind.,0,1,12,3,5,0,0,3,3,5,0,0,1,1,2
38,2015,15,Mich.,0,1,11,3,7,0,0,2,1,6,0,0,1,3,2
39,2015,15,Ohio,0,2,10,12,8,2,0,3,8,8,0,0,2,5,5
40,2015,15,Wis.,0,11,104,17,74,0,0,2,0,0,0,0,1,0,2
41,2015,15,W.N. CENTRAL,0,2,23,5,7,0,1,4,5,18,0,0,2,7,9
42,2015,15,Iowa,0,1,20,2,2,0,0,2,2,4,0,0,1,2,1
43,2015,15,Kans.,0,0,2,1,2,0,0,1,0,5,0,0,1,2,1
44,2015,15,Minn.,0,0,0,0,3,0,0,0,0,2,0,0,1,0,2
45,2015,15,Mo.,0,0,2,0,0,0,0,1,2,4,0,0,1,2,2
46,2015,15,Nebr.,0,0,3,2,0,0,0,2,1,1,0,0,1,1,0
47,2015,15,N. Dak.,0,0,2,0,0,0,0,1,0,2,0,0,1,0,1
48,2015,15,S. Dak.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
49,2015,15,S. ATLANTIC,9,57,195,354,258,4,6,19,42,88,0,1,6,30,40
50,2015,15,Del.,1,6,25,35,58,0,0,1,0,1,0,0,0,0,1
51,2015,15,D.C.,0,1,4,9,8,0,0,2,1,0,0,0,1,3,0
52,2015,15,Fla.,1,2,12,29,15,1,1,4,11,9,0,1,4,13,16
53,2015,15,Ga.,0,0,1,0,0,0,1,5,3,17,0,0,3,4,6
54,2015,15,Md.,4,19,81,145,95,3,2,8,14,40,0,0,1,1,3
55,2015,15,N.C.,0,0,78,21,10,0,0,8,2,3,0,0,1,2,11
56,2015,15,S.C.,0,1,3,5,3,0,0,1,1,2,0,0,3,0,1
57,2015,15,Va.,3,17,149,92,58,0,1,5,10,15,0,0,2,7,2
58,2015,15,W. Va.,0,1,15,18,11,0,0,1,0,1,0,0,1,0,0
59,2015,15,E.S. CENTRAL,0,2,10,11,8,0,0,5,4,12,0,0,2,4,5
60,2015,15,Ala.,0,1,7,8,0,0,0,3,3,2,0,0,1,3,1
61,2015,15,Ky.,0,0,5,3,7,0,0,2,0,3,0,0,1,0,1
62,2015,15,Miss.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
63,2015,15,Tenn.,0,0,3,0,1,0,0,2,1,7,0,0,2,1,3
64,2015,15,W.S. CENTRAL,0,0,7,1,0,0,2,10,6,18,1,0,4,11,14
65,2015,15,Ark.,0,0,0,0,0,0,0,1,2,2,0,0,1,1,1
66,2015,15,La.,0,0,1,0,0,0,0,1,1,3,0,0,1,1,3
67,2015,15,Okla.,0,0,0,0,0,0,0,3,1,0,0,0,2,1,2
68,2015,15,Tex.,0,0,7,1,0,0,1,9,2,13,1,0,3,8,8
69,2015,15,MOUNTAIN,0,1,8,7,8,0,1,6,3,17,0,0,2,2,16
70,2015,15,Ariz.,0,0,6,6,1,0,0,3,1,9,0,0,1,0,6
71,2015,15,Colo.,0,0,0,0,0,0,0,3,0,6,0,0,2,1,3
72,2015,15,Idaho,0,0,1,1,2,0,0,1,0,0,0,0,1,0,1
73,2015,15,Mont.,0,0,2,0,1,0,0,1,0,0,0,0,1,0,2
74,2015,15,Nev.,0,0,2,0,1,0,0,2,0,0,0,0,1,0,2
75,2015,15,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
76,2015,15,Utah,0,0,2,0,3,0,0,1,2,1,0,0,0,0,1
77,2015,15,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,2015,15,PACIFIC,0,2,8,11,15,0,3,7,20,32,5,1,7,33,53
79,2015,15,Alaska,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
80,2015,15,Calif.,0,1,5,6,9,0,1,5,14,21,0,0,4,15,36
81,2015,15,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,1,2,1
82,2015,15,Oreg.,0,1,3,4,6,0,0,2,4,1,0,0,3,11,11
83,2015,15,Wash.,0,0,2,0,0,0,0,3,1,9,5,0,6,5,5
84,2015,15,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,15,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,15,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,15,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,0,0,0
88,2015,15,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,15,,,,,,,,,,,,,,,,
22,2015,16,UNITED STATES,59,428,"1,925","1,819","2,830",7,26,55,155,340,5,7,14,127,175
23,2015,16,NEW ENGLAND,2,137,763,271,"1,064",0,1,8,10,28,0,0,3,9,6
24,2015,16,Conn.,0,31,178,59,215,0,0,2,2,6,0,0,1,1,0
25,2015,16,Maine,1,16,94,71,86,0,0,1,0,3,0,0,1,1,0
26,2015,16,Mass.,1,58,466,55,576,0,1,5,7,14,0,0,1,3,5
27,2015,16,N.H.,0,1,67,1,87,0,0,1,0,2,0,0,0,0,0
28,2015,16,R.I.,0,11,84,48,48,0,0,3,1,3,0,0,2,2,1
29,2015,16,Vt.,0,7,48,37,52,0,0,2,0,0,0,0,1,2,0
30,2015,16,MID. ATLANTIC,36,192,961,"1,057","1,315",5,6,24,43,83,0,1,4,13,10
31,2015,16,N.J.,1,36,191,238,504,0,1,5,8,12,0,0,1,2,2
32,2015,16,N.Y. (Upstate),14,42,172,172,189,0,1,4,13,11,0,0,2,3,1
33,2015,16,N.Y. City,1,3,441,30,33,4,3,16,17,42,0,0,2,4,4
34,2015,16,Pa.,20,86,642,617,589,1,1,6,5,18,0,0,2,4,3
35,2015,16,E.N. CENTRAL,0,14,137,43,116,0,2,6,18,29,4,1,3,14,18
36,2015,16,Ill.,0,1,18,4,11,0,1,4,6,7,0,0,1,1,7
37,2015,16,Ind.,0,1,12,4,5,0,0,3,3,5,0,0,1,1,2
38,2015,16,Mich.,0,1,11,4,7,0,0,2,1,7,0,0,1,3,2
39,2015,16,Ohio,0,2,10,13,8,0,0,3,8,9,4,0,2,9,5
40,2015,16,Wis.,0,10,104,18,85,0,0,2,0,1,0,0,1,0,2
41,2015,16,W.N. CENTRAL,0,3,23,5,8,0,1,4,5,18,0,0,2,7,9
42,2015,16,Iowa,0,1,20,2,3,0,0,3,2,4,0,0,1,2,1
43,2015,16,Kans.,0,0,2,1,2,0,0,1,0,5,0,0,1,2,1
44,2015,16,Minn.,0,0,0,0,3,0,0,0,0,2,0,0,1,0,2
45,2015,16,Mo.,0,0,2,0,0,0,0,1,2,4,0,0,1,2,2
46,2015,16,Nebr.,0,0,3,2,0,0,0,2,1,1,0,0,1,1,0
47,2015,16,N. Dak.,0,0,2,0,0,0,0,1,0,2,0,0,1,0,1
48,2015,16,S. Dak.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
49,2015,16,S. ATLANTIC,21,57,195,412,293,1,6,19,44,93,0,1,6,30,40
50,2015,16,Del.,0,6,25,35,67,0,0,1,0,1,0,0,0,0,1
51,2015,16,D.C.,0,1,4,9,8,0,0,2,1,0,0,0,1,3,0
52,2015,16,Fla.,3,2,12,32,18,0,1,4,11,11,0,1,4,13,16
53,2015,16,Ga.,0,0,1,0,1,0,1,5,3,18,0,0,3,4,6
54,2015,16,Md.,8,21,81,174,102,0,2,8,15,41,0,0,1,1,3
55,2015,16,N.C.,4,0,78,25,10,0,0,8,2,3,0,0,1,2,11
56,2015,16,S.C.,1,1,3,7,3,0,0,1,1,2,0,0,3,0,1
57,2015,16,Va.,5,17,149,107,73,1,1,5,11,16,0,0,2,7,2
58,2015,16,W. Va.,0,1,15,23,11,0,0,1,0,1,0,0,1,0,0
59,2015,16,E.S. CENTRAL,0,2,10,12,10,0,0,5,4,16,0,0,2,4,5
60,2015,16,Ala.,0,1,7,8,1,0,0,3,3,3,0,0,1,3,1
61,2015,16,Ky.,0,0,5,4,7,0,0,1,0,5,0,0,1,0,1
62,2015,16,Miss.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
63,2015,16,Tenn.,0,0,3,0,2,0,0,2,1,8,0,0,2,1,3
64,2015,16,W.S. CENTRAL,0,0,7,1,0,1,2,10,7,20,0,0,4,11,16
65,2015,16,Ark.,0,0,0,0,0,0,0,1,2,2,0,0,1,1,1
66,2015,16,La.,0,0,1,0,0,1,0,1,2,4,0,0,1,1,3
67,2015,16,Okla.,0,0,0,0,0,0,0,3,1,0,0,0,2,1,3
68,2015,16,Tex.,0,0,7,1,0,0,1,9,2,14,0,0,3,8,9
69,2015,16,MOUNTAIN,0,1,8,7,8,0,1,6,3,20,0,0,2,2,17
70,2015,16,Ariz.,0,0,6,6,1,0,0,3,1,10,0,0,1,0,7
71,2015,16,Colo.,0,0,0,0,0,0,0,3,0,8,0,0,2,1,3
72,2015,16,Idaho,0,0,1,1,2,0,0,1,0,0,0,0,1,0,1
73,2015,16,Mont.,0,0,2,0,1,0,0,1,0,0,0,0,1,0,2
74,2015,16,Nev.,0,0,2,0,1,0,0,2,0,0,0,0,1,0,2
75,2015,16,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
76,2015,16,Utah,0,0,2,0,3,0,0,1,2,1,0,0,0,0,1
77,2015,16,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,2015,16,PACIFIC,0,2,8,11,16,0,3,7,21,33,1,1,8,37,54
79,2015,16,Alaska,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0
80,2015,16,Calif.,0,1,5,6,9,0,1,5,14,21,0,0,5,18,37
81,2015,16,Hawaii,N,0,0,N,N,0,0,1,0,0,1,0,1,3,1
82,2015,16,Oreg.,0,1,3,4,6,0,0,2,5,2,0,0,3,11,11
83,2015,16,Wash.,0,0,2,0,0,0,0,3,1,9,0,0,6,5,5
84,2015,16,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,16,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,16,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,16,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,0,0,0
88,2015,16,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,16,,,,,,,,,,,,,,,,
22,2015,17,UNITED STATES,789,413,"1,934","2,720","3,534",5,26,55,164,354,2,7,14,133,184
23,2015,17,NEW ENGLAND,3,137,762,285,"1,154",0,1,8,10,28,0,0,3,9,6
24,2015,17,Conn.,0,29,178,59,247,0,0,2,2,6,0,0,1,1,0
25,2015,17,Maine,0,16,94,71,94,0,0,1,0,3,0,0,1,1,0
26,2015,17,Mass.,0,58,466,55,614,0,1,5,7,14,0,0,1,3,5
27,2015,17,N.H.,0,1,67,1,92,0,0,1,0,2,0,0,0,0,0
28,2015,17,R.I.,0,11,84,56,53,0,0,3,1,3,0,0,2,2,1
29,2015,17,Vt.,3,7,48,43,54,0,0,2,0,0,0,0,1,2,0
30,2015,17,MID. ATLANTIC,769,187,961,"1,894","1,863",2,6,24,45,87,1,1,4,14,13
31,2015,17,N.J.,1,34,191,273,540,0,1,5,8,13,0,0,1,2,2
32,2015,17,N.Y. (Upstate),29,42,172,202,219,0,1,4,13,12,0,0,1,3,3
33,2015,17,N.Y. City,0,2,38,30,474,2,3,16,19,42,0,0,2,4,4
34,2015,17,Pa.,739,86,642,"1,389",630,0,1,6,5,20,1,0,2,5,4
35,2015,17,E.N. CENTRAL,0,16,148,49,138,1,2,6,20,33,0,1,4,14,19
36,2015,17,Ill.,0,1,18,4,12,0,1,4,6,9,0,0,1,1,7
37,2015,17,Ind.,0,1,12,4,5,0,0,3,3,5,0,0,1,1,2
38,2015,17,Mich.,0,1,11,5,7,0,0,2,1,8,0,0,1,3,2
39,2015,17,Ohio,0,2,10,14,9,1,0,3,9,9,0,0,4,9,5
40,2015,17,Wis.,0,12,117,22,105,0,0,2,1,2,0,0,1,0,3
41,2015,17,W.N. CENTRAL,0,2,23,5,9,0,1,4,5,18,0,0,2,8,10
42,2015,17,Iowa,0,1,20,2,6,0,0,3,2,4,0,0,1,2,1
43,2015,17,Kans.,0,0,2,1,3,0,0,1,0,5,0,0,1,2,1
44,2015,17,Minn.,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2
45,2015,17,Mo.,0,0,2,0,0,0,0,1,2,4,0,0,1,2,3
46,2015,17,Nebr.,0,0,3,2,0,0,0,2,1,1,0,0,1,1,0
47,2015,17,N. Dak.,0,0,2,0,0,0,0,1,0,2,0,0,1,0,1
48,2015,17,S. Dak.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
49,2015,17,S. ATLANTIC,16,57,195,455,326,0,6,19,44,95,0,1,6,31,40
50,2015,17,Del.,2,5,25,39,73,0,0,1,0,1,0,0,0,0,1
51,2015,17,D.C.,0,1,4,9,8,0,0,2,1,0,0,0,1,3,0
52,2015,17,Fla.,0,2,12,32,19,0,1,4,11,11,0,1,4,13,16
53,2015,17,Ga.,0,0,1,0,1,0,1,5,3,18,0,0,3,5,6
54,2015,17,Md.,11,21,81,203,121,0,2,8,15,43,0,0,1,1,3
55,2015,17,N.C.,0,0,78,25,10,0,0,8,2,3,0,0,1,2,11
56,2015,17,S.C.,0,1,3,9,3,0,0,1,1,2,0,0,3,0,1
57,2015,17,Va.,3,17,149,115,80,0,1,5,11,16,0,0,2,7,2
58,2015,17,W. Va.,0,1,15,23,11,0,0,1,0,1,0,0,1,0,0
59,2015,17,E.S. CENTRAL,0,2,10,12,14,0,0,5,4,16,0,0,2,4,5
60,2015,17,Ala.,0,1,7,8,3,0,0,3,3,3,0,0,1,3,1
61,2015,17,Ky.,0,0,5,4,9,0,0,1,0,5,0,0,1,0,1
62,2015,17,Miss.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
63,2015,17,Tenn.,0,0,3,0,2,0,0,2,1,8,0,0,2,1,3
64,2015,17,W.S. CENTRAL,0,1,7,2,0,2,2,10,10,22,0,0,3,11,20
65,2015,17,Ark.,0,0,0,0,0,0,0,1,2,2,0,0,1,1,1
66,2015,17,La.,0,0,1,0,0,0,0,1,2,4,0,0,1,1,3
67,2015,17,Okla.,0,0,0,0,0,0,0,3,1,1,0,0,1,1,5
68,2015,17,Tex.,0,1,7,2,0,2,1,9,5,15,0,0,3,8,11
69,2015,17,MOUNTAIN,1,1,8,7,10,0,1,6,3,21,1,0,2,4,17
70,2015,17,Ariz.,0,0,6,5,2,0,0,3,1,10,0,0,1,1,7
71,2015,17,Colo.,0,0,0,0,0,0,0,3,0,8,1,0,2,2,3
72,2015,17,Idaho,0,0,1,1,3,0,0,1,0,0,0,0,1,0,1
73,2015,17,Mont.,0,0,2,0,1,0,0,1,0,0,0,0,1,0,2
74,2015,17,Nev.,0,0,2,0,1,0,0,2,0,0,0,0,1,0,2
75,2015,17,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
76,2015,17,Utah,0,0,2,0,3,0,0,1,2,2,0,0,0,0,1
77,2015,17,Wyo.,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
78,2015,17,PACIFIC,0,2,8,11,20,0,3,7,23,34,0,1,8,38,54
79,2015,17,Alaska,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0
80,2015,17,Calif.,0,1,5,6,11,0,1,5,16,22,0,0,5,18,37
81,2015,17,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,1,3,1
82,2015,17,Oreg.,0,1,3,4,8,0,0,2,5,2,0,0,3,11,11
83,2015,17,Wash.,0,0,2,0,0,0,0,3,1,9,0,0,6,5,5
84,2015,17,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,17,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,17,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,17,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,0,0,0
88,2015,17,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,17,,,,,,,,,,,,,,,,
22,2015,18,UNITED STATES,"1,331",437,"2,012","3,490","4,029",8,26,58,179,388,4,7,14,139,196
23,2015,18,NEW ENGLAND,2,129,762,363,"1,295",0,1,8,10,28,0,0,3,9,9
24,2015,18,Conn.,0,29,178,66,279,0,0,2,2,6,0,0,1,1,2
25,2015,18,Maine,0,16,94,71,105,0,0,1,0,3,0,0,1,1,0
26,2015,18,Mass.,0,51,466,120,685,0,1,5,7,14,0,0,1,3,6
27,2015,18,N.H.,0,1,67,1,106,0,0,1,0,2,0,0,0,0,0
28,2015,18,R.I.,0,11,84,59,61,0,0,3,1,3,0,0,2,2,1
29,2015,18,Vt.,2,7,48,46,59,0,0,2,0,0,0,0,1,2,0
30,2015,18,MID. ATLANTIC,"1,306",201,967,"2,547","2,045",2,6,24,49,95,0,1,4,14,14
31,2015,18,N.J.,0,46,203,289,627,0,1,5,9,17,0,0,1,2,2
32,2015,18,N.Y. (Upstate),10,42,172,214,248,0,1,4,13,12,0,0,1,3,4
33,2015,18,N.Y. City,560,2,38,590,475,2,3,16,21,45,0,0,2,4,4
34,2015,18,Pa.,736,86,642,"1,454",695,0,1,6,6,21,0,0,2,5,4
35,2015,18,E.N. CENTRAL,0,16,148,52,153,0,2,6,22,34,1,1,4,15,20
36,2015,18,Ill.,0,1,18,4,13,0,1,4,8,10,0,0,1,1,7
37,2015,18,Ind.,0,1,12,4,5,0,0,3,3,5,0,0,1,2,2
38,2015,18,Mich.,0,1,11,5,7,0,0,2,1,8,0,0,1,2,3
39,2015,18,Ohio,0,2,10,14,9,0,1,3,9,9,1,0,4,10,5
40,2015,18,Wis.,0,10,117,25,119,0,0,2,1,2,0,0,1,0,3
41,2015,18,W.N. CENTRAL,0,10,99,5,115,0,1,6,5,33,0,0,2,9,11
42,2015,18,Iowa,0,1,20,2,7,0,0,3,2,4,0,0,1,3,1
43,2015,18,Kans.,0,0,2,1,4,0,0,1,0,6,0,0,1,2,1
44,2015,18,Minn.,0,8,77,0,103,0,0,5,0,15,0,0,1,1,2
45,2015,18,Mo.,0,0,2,0,1,0,0,1,2,4,0,0,1,2,4
46,2015,18,Nebr.,0,0,3,2,0,0,0,2,1,1,0,0,1,1,0
47,2015,18,N. Dak.,0,0,2,0,0,0,0,1,0,3,0,0,1,0,1
48,2015,18,S. Dak.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
49,2015,18,S. ATLANTIC,21,58,195,485,372,3,6,19,47,101,1,1,6,32,45
50,2015,18,Del.,6,5,25,45,80,0,0,1,0,1,0,0,0,0,1
51,2015,18,D.C.,0,1,4,9,8,0,0,2,1,0,0,0,1,3,0
52,2015,18,Fla.,2,2,12,34,20,0,1,4,11,12,0,1,3,13,17
53,2015,18,Ga.,0,0,1,0,1,0,1,5,3,19,0,0,3,5,7
54,2015,18,Md.,7,20,81,216,141,3,2,8,18,46,0,0,1,1,4
55,2015,18,N.C.,0,0,78,25,14,0,0,8,2,4,1,0,1,3,11
56,2015,18,S.C.,0,1,3,10,3,0,0,1,1,2,0,0,3,0,1
57,2015,18,Va.,6,17,149,123,92,0,1,5,11,16,0,0,2,7,4
58,2015,18,W. Va.,0,1,15,23,13,0,0,1,0,1,0,0,1,0,0
59,2015,18,E.S. CENTRAL,1,2,10,17,16,1,0,5,5,16,0,0,2,4,5
60,2015,18,Ala.,1,1,7,13,4,0,0,3,3,3,0,0,1,3,1
61,2015,18,Ky.,0,0,5,4,10,0,0,1,0,5,0,0,1,0,1
62,2015,18,Miss.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
63,2015,18,Tenn.,0,0,3,0,2,1,0,2,2,8,0,0,2,1,3
64,2015,18,W.S. CENTRAL,0,0,7,2,1,1,2,10,12,23,2,0,3,13,21
65,2015,18,Ark.,0,0,0,0,0,0,0,1,2,2,0,0,1,1,1
66,2015,18,La.,0,0,1,0,0,0,0,1,2,4,0,0,1,1,3
67,2015,18,Okla.,0,0,0,0,0,1,0,3,2,1,1,0,1,2,5
68,2015,18,Tex.,0,0,7,2,1,0,1,9,6,16,1,0,3,9,12
69,2015,18,MOUNTAIN,1,1,8,8,10,0,1,6,4,21,0,0,2,4,17
70,2015,18,Ariz.,0,0,6,5,2,0,0,3,1,10,0,0,1,1,7
71,2015,18,Colo.,0,0,0,0,0,0,0,3,0,8,0,0,2,2,3
72,2015,18,Idaho,1,0,1,2,3,0,0,1,0,0,0,0,1,0,1
73,2015,18,Mont.,0,0,2,0,1,0,0,1,1,0,0,0,1,0,2
74,2015,18,Nev.,0,0,2,0,1,0,0,2,0,0,0,0,1,0,2
75,2015,18,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
76,2015,18,Utah,0,0,2,0,3,0,0,1,2,2,0,0,0,0,1
77,2015,18,Wyo.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
78,2015,18,PACIFIC,0,2,8,11,22,1,3,7,25,37,0,1,8,39,54
79,2015,18,Alaska,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0
80,2015,18,Calif.,0,1,5,6,13,0,1,5,16,23,0,0,5,18,37
81,2015,18,Hawaii,N,0,0,N,N,0,0,1,0,1,0,0,1,3,1
82,2015,18,Oreg.,0,1,3,4,8,0,0,2,6,2,0,0,3,12,11
83,2015,18,Wash.,0,0,2,0,0,1,0,3,2,10,0,0,6,5,5
84,2015,18,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,18,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,18,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,18,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,0,0,0
88,2015,18,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,18,,,,,,,,,,,,,,,,
22,2015,19,UNITED STATES,784,448,"2,058","3,893","4,517",24,25,58,203,431,3,7,14,149,207
23,2015,19,NEW ENGLAND,7,122,762,583,"1,430",0,1,8,13,32,0,0,3,11,9
24,2015,19,Conn.,3,29,178,128,301,0,0,2,2,7,0,0,1,1,2
25,2015,19,Maine,0,16,94,87,118,0,0,1,0,3,0,0,1,1,0
26,2015,19,Mass.,0,45,466,242,751,0,1,5,10,17,0,0,2,5,6
27,2015,19,N.H.,0,1,67,5,122,0,0,1,0,2,0,0,0,0,0
28,2015,19,R.I.,0,11,84,64,72,0,0,3,1,3,0,0,2,2,1
29,2015,19,Vt.,4,7,48,57,66,0,0,2,0,0,0,0,1,2,0
30,2015,19,MID. ATLANTIC,752,201,"1,010","2,667","2,284",11,6,25,51,103,1,1,5,16,18
31,2015,19,N.J.,1,43,203,344,675,0,1,5,9,19,0,0,1,3,2
32,2015,19,N.Y. (Upstate),16,42,172,232,269,1,1,4,14,14,1,0,1,4,4
33,2015,19,N.Y. City,4,10,560,594,593,10,3,14,22,49,0,0,3,4,7
34,2015,19,Pa.,731,86,642,"1,497",747,0,1,6,6,21,0,0,2,5,5
35,2015,19,E.N. CENTRAL,0,13,148,57,172,0,2,6,24,38,0,1,4,15,21
36,2015,19,Ill.,0,1,18,7,16,0,1,4,9,11,0,0,1,1,8
37,2015,19,Ind.,0,1,12,4,5,0,0,3,3,6,0,0,1,2,2
38,2015,19,Mich.,0,1,11,6,8,0,0,2,1,8,0,0,1,2,3
39,2015,19,Ohio,0,2,10,14,9,0,1,3,9,9,0,0,4,10,5
40,2015,19,Wis.,0,8,117,26,134,0,0,2,2,4,0,0,1,0,3
41,2015,19,W.N. CENTRAL,3,10,118,9,169,0,1,6,5,37,0,0,2,10,12
42,2015,19,Iowa,0,1,20,3,10,0,0,3,2,4,0,0,1,4,1
43,2015,19,Kans.,0,0,2,1,4,0,0,1,0,7,0,0,1,2,1
44,2015,19,Minn.,0,8,95,0,154,0,0,5,0,15,0,0,1,1,3
45,2015,19,Mo.,0,0,2,0,1,0,0,1,2,5,0,0,1,2,4
46,2015,19,Nebr.,3,0,3,5,0,0,0,2,1,2,0,0,1,1,0
47,2015,19,N. Dak.,0,0,2,0,0,0,0,1,0,3,0,0,1,0,1
48,2015,19,S. Dak.,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2
49,2015,19,S. ATLANTIC,20,58,195,534,403,12,6,19,61,118,0,1,6,32,47
50,2015,19,Del.,1,5,25,51,90,0,0,1,0,1,0,0,0,0,1
51,2015,19,D.C.,0,1,4,15,8,0,0,2,2,2,0,0,1,3,0
52,2015,19,Fla.,2,2,12,37,21,2,1,4,13,14,0,1,3,13,19
53,2015,19,Ga.,0,0,1,0,1,0,1,5,3,24,0,0,3,5,7
54,2015,19,Md.,12,20,81,238,151,5,2,8,24,47,0,0,1,1,4
55,2015,19,N.C.,0,0,78,25,17,5,0,8,7,8,0,0,1,3,11
