,year,mmwr_week,Reporting Area,"Meningococcal disease, all serogroups current week","Meningococcal disease, all serogroups previous 52 weeks median ","Meningococcal disease, all serogroups previous 52 weeks maximum ","Meningococcal disease, all serogroups cummulative for 2018","Meningococcal disease, all serogroups cummulative for 2017",Mumps current week,Mumps previous 52 weeks median ,Mumps previous 52 weeks maximum ,Mumps cummulative for 2018,Mumps cummulative for 2017,Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2018,Pertussis cummulative for 2017
53,2018,14,Maryland,0,0,2,3,1,3,0,1,10,3,4,2,6,20,28
54,2018,14,North Carolina,0,0,2,4,3,0,0,3,0,4,0,7,24,82,85
55,2018,14,South Carolina,0,0,1,0,3,0,0,1,1,0,0,2,9,5,66
56,2018,14,Virginia,0,0,2,1,5,0,1,13,30,17,0,5,28,12,36
57,2018,14,West Virginia,0,0,1,0,0,0,0,1,1,0,0,0,2,3,3
58,2018,14,East South Central,0,0,2,3,3,0,1,13,10,46,0,14,42,108,226
59,2018,14,Alabama,0,0,1,2,0,0,0,11,2,17,0,3,17,18,38
60,2018,14,Kentucky,0,0,1,0,0,0,0,3,3,8,0,5,28,49,135
61,2018,14,Mississippi,0,0,1,0,1,0,0,8,0,4,0,1,3,17,9
62,2018,14,Tennessee,0,0,2,1,2,0,1,6,5,17,0,4,9,24,44
63,2018,14,West South Central,1,0,3,9,5,1,5,34,34,869,11,39,148,159,190
64,2018,14,Arkansas,0,0,1,0,0,0,0,4,3,508,0,3,11,14,38
65,2018,14,Louisiana,0,0,1,0,2,0,0,6,2,36,0,1,6,22,22
66,2018,14,Oklahoma,0,0,1,0,0,0,0,14,5,111,0,0,43,0,7
67,2018,14,Texas,1,0,3,9,3,1,3,23,24,214,11,29,141,123,123
68,2018,14,Mountain,0,0,2,7,8,1,1,14,16,102,13,37,73,532,551
69,2018,14,Arizona,0,0,1,1,2,1,0,12,3,5,1,7,17,74,123
70,2018,14,Colorado,0,0,1,2,1,0,0,3,10,61,11,11,41,247,192
71,2018,14,Idaho,0,0,1,2,1,0,0,1,1,4,1,2,20,107,4
72,2018,14,Montana,0,0,1,0,0,0,0,2,0,2,0,2,18,19,3
73,2018,14,Nevada,0,0,1,0,1,0,0,1,0,4,0,1,9,2,32
74,2018,14,New Mexico,0,0,1,1,2,0,0,1,1,0,0,2,11,40,60
75,2018,14,Utah,0,0,1,1,1,0,0,3,1,26,0,6,18,43,137
76,2018,14,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
77,2018,14,Pacific,3,1,6,32,44,2,36,80,362,385,30,56,183,466,610
78,2018,14,Alaska,0,0,1,1,1,0,3,25,169,0,1,1,5,21,17
79,2018,14,California,0,1,4,18,27,0,1,5,9,58,0,36,68,278,493
80,2018,14,Hawaii,0,0,1,0,0,0,19,46,161,11,0,1,4,6,7
81,2018,14,Oregon,0,0,2,8,10,0,1,4,8,34,0,5,12,61,46
82,2018,14,Washington,3,0,1,5,6,2,2,53,15,282,29,10,141,100,47
84,2018,14,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,14,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,14,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2018,14,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
88,2018,14,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,15,United States,3,7,12,106,125,21,73,186,865,"2,644",76,347,598,"2,470","4,207"
22,2018,15,New England,0,0,2,3,2,0,3,16,33,50,2,20,43,120,216
23,2018,15,Connecticut,0,0,0,0,0,0,0,2,1,4,0,1,5,13,22
24,2018,15,Maine,0,0,1,0,0,0,0,1,3,1,2,6,19,55,51
25,2018,15,Massachusetts,0,0,1,3,2,0,2,14,14,43,0,6,20,32,44
26,2018,15,New Hampshire,0,0,0,0,0,0,0,1,1,2,0,1,5,9,17
27,2018,15,Rhode Island,0,0,1,0,0,0,0,11,2,0,0,0,24,7,17
28,2018,15,Vermont,0,0,1,0,0,0,0,7,12,0,0,1,4,4,65
29,2018,15,Middle Atlantic,1,1,3,12,12,5,12,63,212,225,9,35,67,254,515
30,2018,15,New Jersey,0,0,1,2,2,0,0,2,10,16,0,5,28,26,120
31,2018,15,New York (excluding New York City),1,0,2,5,5,2,3,54,33,34,5,9,26,71,98
32,2018,15,New York City,0,0,1,1,3,0,5,16,104,89,0,3,6,24,38
33,2018,15,Pennsylvania,0,0,2,4,2,3,1,15,65,86,4,17,31,133,259
34,2018,15,East North Central,0,1,3,9,14,2,3,26,28,258,9,58,101,312,904
35,2018,15,Illinois,0,0,2,1,1,0,1,22,2,130,0,9,43,2,172
36,2018,15,Indiana,0,0,2,1,2,0,0,2,4,30,0,6,19,33,68
37,2018,15,Michigan,0,0,1,1,2,0,0,2,9,12,0,12,25,83,164
38,2018,15,Ohio,0,0,2,5,6,2,0,3,10,43,9,13,28,151,279
39,2018,15,Wisconsin,0,0,1,1,3,0,0,3,3,43,0,13,28,43,221
40,2018,15,West North Central,1,0,3,9,8,0,2,39,26,545,0,26,118,160,439
41,2018,15,Iowa,0,0,1,1,0,0,1,9,10,62,0,3,8,17,25
42,2018,15,Kansas,0,0,1,0,1,0,0,12,1,127,0,3,11,23,55
43,2018,15,Minnesota,0,0,2,0,3,0,0,10,1,12,0,10,32,16,210
44,2018,15,Missouri,1,0,3,8,2,0,1,21,13,335,0,5,87,43,100
45,2018,15,Nebraska,0,0,0,0,2,0,0,2,1,1,0,2,14,39,28
46,2018,15,North Dakota,0,0,0,0,0,0,0,2,0,8,0,1,4,13,19
47,2018,15,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2
48,2018,15,South Atlantic,0,1,4,21,26,6,6,17,100,60,6,27,58,229,380
49,2018,15,Delaware,0,0,1,0,0,1,0,6,15,0,0,0,2,0,1
50,2018,15,District of Columbia,0,0,1,0,0,0,0,12,2,7,0,0,1,2,10
51,2018,15,Florida,0,0,2,9,10,0,1,9,22,3,4,7,21,78,95
52,2018,15,Georgia,0,0,2,4,4,0,1,4,8,23,0,0,11,0,46
53,2018,15,Maryland,0,0,2,3,1,3,0,3,12,3,1,2,6,21,28
54,2018,15,North Carolina,0,0,2,4,3,0,0,3,0,5,0,7,24,92,89
55,2018,15,South Carolina,0,0,0,0,3,0,0,1,1,0,0,2,9,7,70
56,2018,15,Virginia,0,0,2,1,5,2,1,14,39,19,1,5,28,21,38
57,2018,15,West Virginia,0,0,1,0,0,0,0,1,1,0,0,0,4,8,3
58,2018,15,East South Central,0,0,2,3,3,0,1,13,15,51,1,14,42,122,238
59,2018,15,Alabama,0,0,1,2,0,0,0,11,3,18,0,3,17,23,40
60,2018,15,Kentucky,0,0,1,0,0,0,0,3,5,9,1,5,28,53,143
61,2018,15,Mississippi,0,0,1,0,1,0,0,8,1,6,0,1,3,17,9
62,2018,15,Tennessee,0,0,2,1,2,0,1,6,6,18,0,4,9,29,46
63,2018,15,West South Central,1,0,3,10,6,2,5,32,36,885,15,38,150,184,229
64,2018,15,Arkansas,0,0,1,0,0,0,0,4,3,513,2,3,11,16,47
65,2018,15,Louisiana,0,0,1,0,3,0,0,6,2,39,0,1,6,22,23
66,2018,15,Oklahoma,0,0,1,0,0,0,0,14,5,114,0,0,43,0,7
67,2018,15,Texas,1,0,3,10,3,2,3,23,26,219,13,29,143,146,152
68,2018,15,Mountain,0,0,2,7,9,2,1,14,18,109,23,38,73,570,613
69,2018,15,Arizona,0,0,1,1,2,1,0,12,4,8,5,6,17,78,135
70,2018,15,Colorado,0,0,1,2,1,0,0,3,10,64,4,11,41,251,205
71,2018,15,Idaho,0,0,1,2,1,0,0,1,1,4,12,2,21,121,14
72,2018,15,Montana,0,0,1,0,0,1,0,2,1,2,0,1,18,19,3
73,2018,15,Nevada,0,0,1,0,2,0,0,1,0,4,0,1,9,2,37
74,2018,15,New Mexico,0,0,1,1,2,0,0,1,1,0,2,3,11,51,71
75,2018,15,Utah,0,0,1,1,1,0,0,3,1,27,0,6,18,48,148
76,2018,15,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
77,2018,15,Pacific,0,1,6,32,45,4,36,82,397,461,11,53,183,519,673
78,2018,15,Alaska,0,0,1,1,1,2,4,25,180,0,0,1,5,22,20
79,2018,15,California,0,1,4,18,28,0,2,8,13,87,0,36,68,315,534
80,2018,15,Hawaii,0,0,1,0,0,0,19,46,177,15,0,1,4,7,8
81,2018,15,Oregon,0,0,2,8,10,2,1,4,12,35,0,5,12,65,57
82,2018,15,Washington,0,0,3,5,6,0,2,53,15,324,11,10,141,110,54
84,2018,15,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,15,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,15,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2018,15,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
88,2018,15,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,16,United States,4,7,13,111,129,14,72,187,923,"2,804",87,346,616,"2,725","4,634"
22,2018,16,New England,0,0,2,3,3,0,3,16,33,50,2,20,43,126,242
23,2018,16,Connecticut,0,0,0,0,0,0,0,2,1,4,0,1,5,14,25
24,2018,16,Maine,0,0,1,0,0,0,0,1,3,1,1,6,19,58,59
25,2018,16,Massachusetts,0,0,1,3,2,0,2,14,14,43,0,6,20,32,57
26,2018,16,New Hampshire,0,0,0,0,0,0,0,1,1,2,0,1,5,9,17
27,2018,16,Rhode Island,0,0,1,0,0,0,0,11,2,0,0,0,24,7,17
28,2018,16,Vermont,0,0,1,0,1,0,0,7,12,0,1,1,4,6,67
29,2018,16,Middle Atlantic,0,1,3,12,13,6,11,63,225,239,11,35,67,282,545
30,2018,16,New Jersey,0,0,1,2,2,0,0,3,12,16,0,4,28,39,127
31,2018,16,New York (excluding New York City),0,0,2,5,5,1,3,54,34,34,5,9,26,76,107
32,2018,16,New York City,0,0,1,1,3,0,5,16,106,95,0,3,6,26,40
33,2018,16,Pennsylvania,0,0,2,4,3,5,1,15,73,94,6,17,31,141,271
34,2018,16,East North Central,0,1,3,9,14,0,3,26,42,274,7,56,101,329,961
35,2018,16,Illinois,0,0,2,1,1,0,2,22,14,152,0,9,43,7,194
36,2018,16,Indiana,0,0,2,1,2,0,0,2,5,32,0,6,19,34,77
37,2018,16,Michigan,0,0,1,1,2,0,0,2,9,14,1,12,25,88,174
38,2018,16,Ohio,0,0,2,5,6,0,0,3,10,43,6,13,28,157,290
39,2018,16,Wisconsin,0,0,1,1,3,0,0,3,4,33,0,12,27,43,226
40,2018,16,West North Central,0,0,3,10,8,0,2,39,27,583,2,26,118,185,462
41,2018,16,Iowa,0,0,1,1,0,0,1,9,10,71,0,3,8,17,26
42,2018,16,Kansas,0,0,1,0,1,0,0,12,1,132,0,3,11,24,57
43,2018,16,Minnesota,0,0,2,0,3,0,0,10,2,20,0,10,32,34,219
44,2018,16,Missouri,0,0,3,9,2,0,1,21,13,350,0,5,87,47,105
45,2018,16,Nebraska,0,0,0,0,2,0,0,2,1,1,2,2,14,41,30
46,2018,16,North Dakota,0,0,0,0,0,0,0,1,0,9,0,1,4,13,22
47,2018,16,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3
48,2018,16,South Atlantic,1,1,4,23,27,5,6,19,114,65,6,27,59,266,406
49,2018,16,Delaware,0,0,1,0,0,0,0,6,18,0,0,0,2,0,1
50,2018,16,District of Columbia,0,0,1,0,0,0,0,12,2,8,0,0,1,2,10
51,2018,16,Florida,1,0,2,10,10,1,1,9,23,4,4,7,21,82,102
52,2018,16,Georgia,0,0,2,4,4,0,1,4,8,23,0,0,11,0,51
53,2018,16,Maryland,0,0,2,3,1,1,0,3,13,4,0,2,6,21,31
54,2018,16,North Carolina,0,0,2,5,3,0,0,3,0,6,0,7,24,104,91
55,2018,16,South Carolina,0,0,0,0,3,0,0,1,1,0,0,2,9,7,76
56,2018,16,Virginia,0,0,2,1,6,3,1,16,48,20,2,6,29,41,41
57,2018,16,West Virginia,0,0,1,0,0,0,0,1,1,0,0,0,4,9,3
58,2018,16,East South Central,0,0,2,3,3,0,1,13,16,65,5,14,42,133,262
59,2018,16,Alabama,0,0,1,2,0,0,0,11,4,18,0,3,17,23,43
60,2018,16,Kentucky,0,0,1,0,0,0,0,3,5,11,4,5,28,60,156
61,2018,16,Mississippi,0,0,1,0,1,0,0,8,1,14,0,1,3,17,11
62,2018,16,Tennessee,0,0,2,1,2,0,1,6,6,22,1,4,9,33,52
63,2018,16,West South Central,0,0,3,10,7,0,4,32,38,901,23,37,150,223,396
64,2018,16,Arkansas,0,0,1,0,0,0,0,4,3,515,0,3,11,17,50
65,2018,16,Louisiana,0,0,1,0,3,0,0,6,2,39,0,1,6,24,28
66,2018,16,Oklahoma,0,0,1,0,0,0,0,14,5,116,6,0,43,6,7
67,2018,16,Texas,0,0,3,10,4,0,3,23,28,231,17,28,143,176,311
68,2018,16,Mountain,0,0,2,7,9,0,1,14,19,100,17,39,73,613,644
69,2018,16,Arizona,0,0,1,1,2,0,0,12,4,9,5,6,17,87,151
70,2018,16,Colorado,0,0,1,2,1,0,0,3,10,54,3,12,41,254,190
71,2018,16,Idaho,0,0,1,2,1,0,0,1,1,4,7,2,21,128,14
72,2018,16,Montana,0,0,1,0,0,0,0,2,1,2,1,1,18,20,5
73,2018,16,Nevada,0,0,0,0,2,0,0,1,0,4,0,1,9,2,38
74,2018,16,New Mexico,0,0,1,1,2,0,0,1,1,0,1,3,10,56,80
75,2018,16,Utah,0,0,1,1,1,0,0,3,2,27,0,7,18,66,166
76,2018,16,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
77,2018,16,Pacific,3,1,6,34,45,3,36,82,409,527,14,53,184,568,716
78,2018,16,Alaska,0,0,1,1,1,1,4,25,181,0,0,1,5,22,21
79,2018,16,California,0,1,4,18,28,0,2,10,15,97,0,36,68,352,566
80,2018,16,Hawaii,0,0,1,0,0,1,19,46,186,21,0,1,4,7,9
81,2018,16,Oregon,1,0,2,9,10,0,1,4,11,37,1,5,12,68,63
82,2018,16,Washington,2,0,2,6,6,1,1,53,16,372,13,10,141,119,57
84,2018,16,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,16,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,16,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2018,16,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
88,2018,16,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,17,United States,4,7,12,118,138,17,76,187,"1,028","3,001",64,334,612,"2,977","5,039"
22,2018,17,New England,1,0,2,4,4,0,3,16,35,52,2,20,43,139,262
23,2018,17,Connecticut,0,0,0,0,0,0,0,2,1,4,0,1,5,14,27
24,2018,17,Maine,0,0,1,0,0,0,0,1,4,1,2,5,19,62,68
25,2018,17,Massachusetts,0,0,1,3,3,0,2,14,15,45,0,6,20,36,63
26,2018,17,New Hampshire,0,0,0,0,0,0,0,1,1,2,0,1,5,9,18
27,2018,17,Rhode Island,1,0,1,1,0,0,0,11,2,0,0,0,24,10,18
28,2018,17,Vermont,0,0,1,0,1,0,0,7,12,0,0,1,4,8,68
29,2018,17,Middle Atlantic,1,1,3,13,13,4,12,63,241,266,9,40,68,292,588
30,2018,17,New Jersey,0,0,2,2,2,0,0,3,16,18,0,7,15,44,142
31,2018,17,New York (excluding New York City),0,0,2,5,5,1,3,54,35,44,6,9,26,81,117
32,2018,17,New York City,0,0,1,1,3,0,5,16,112,105,0,3,6,27,41
33,2018,17,Pennsylvania,1,0,2,5,3,3,1,15,78,99,3,17,31,140,288
34,2018,17,East North Central,0,1,3,11,16,0,5,17,91,291,9,57,104,400,"1,023"
35,2018,17,Illinois,0,0,2,1,3,0,3,14,63,165,0,9,46,60,201
36,2018,17,Indiana,0,0,2,2,2,0,0,2,5,32,0,6,19,36,83
37,2018,17,Michigan,0,0,1,2,2,0,0,2,9,14,0,12,25,95,182
38,2018,17,Ohio,0,0,2,5,6,0,0,3,10,44,9,13,28,166,309
39,2018,17,Wisconsin,0,0,1,1,3,0,0,3,4,36,0,12,27,43,248
40,2018,17,West North Central,0,0,3,10,8,0,2,39,28,622,3,26,118,190,488
41,2018,17,Iowa,0,0,1,1,0,0,1,7,10,73,0,3,8,17,28
42,2018,17,Kansas,0,0,1,0,1,0,0,12,1,144,0,3,11,25,63
43,2018,17,Minnesota,0,0,2,0,3,0,0,10,2,24,0,10,32,34,230
44,2018,17,Missouri,0,0,3,9,2,0,1,21,14,371,2,5,87,49,112
45,2018,17,Nebraska,0,0,0,0,2,0,0,2,1,1,1,2,14,43,30
46,2018,17,North Dakota,0,0,0,0,0,0,0,1,0,9,0,1,4,13,22
47,2018,17,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3
48,2018,17,South Atlantic,1,1,4,24,28,12,6,19,140,74,8,28,59,286,448
49,2018,17,Delaware,0,0,1,0,1,1,0,6,19,0,0,0,2,0,1
50,2018,17,District of Columbia,0,0,1,0,0,0,0,12,4,9,0,0,1,2,10
51,2018,17,Florida,1,0,2,11,10,1,1,9,24,8,8,7,21,90,123
52,2018,17,Georgia,0,0,2,4,4,0,1,4,8,23,0,0,11,0,55
53,2018,17,Maryland,0,0,2,3,1,0,0,3,13,4,0,2,6,23,37
54,2018,17,North Carolina,0,0,2,5,3,0,0,3,1,9,0,7,24,112,94
55,2018,17,South Carolina,0,0,0,0,3,0,0,1,1,0,0,2,9,7,78
56,2018,17,Virginia,0,0,2,1,6,10,1,16,69,21,0,6,29,43,47
57,2018,17,West Virginia,0,0,1,0,0,0,0,1,1,0,0,0,4,9,3
58,2018,17,East South Central,0,0,2,3,4,0,1,11,18,66,1,14,42,137,296
59,2018,17,Alabama,0,0,1,2,0,0,0,11,6,18,0,3,17,25,48
60,2018,17,Kentucky,0,0,1,0,1,0,0,3,5,11,1,5,28,61,181
61,2018,17,Mississippi,0,0,1,0,1,0,0,2,1,14,0,1,3,17,11
62,2018,17,Tennessee,0,0,2,1,2,0,1,6,6,23,0,4,9,34,56
63,2018,17,West South Central,1,0,3,11,9,1,4,32,41,928,15,37,151,242,452
64,2018,17,Arkansas,0,0,1,0,0,0,0,4,3,518,0,3,11,17,61
65,2018,17,Louisiana,0,0,1,0,3,0,0,6,2,45,0,1,6,27,30
66,2018,17,Oklahoma,0,0,1,0,0,0,0,14,5,117,2,0,43,8,7
67,2018,17,Texas,1,0,3,11,6,1,3,23,31,248,13,27,144,190,354
68,2018,17,Mountain,0,0,2,7,9,0,1,14,19,110,14,36,73,651,709
69,2018,17,Arizona,0,0,1,1,2,0,0,12,4,9,3,6,17,90,162
70,2018,17,Colorado,0,0,1,2,1,0,0,2,10,64,8,11,41,262,225
71,2018,17,Idaho,0,0,1,2,1,0,0,1,1,4,3,2,21,131,17
72,2018,17,Montana,0,0,1,0,0,0,0,2,1,2,0,1,18,20,5
73,2018,17,Nevada,0,0,0,0,2,0,0,1,0,4,0,1,10,4,39
74,2018,17,New Mexico,0,0,1,1,2,0,0,1,1,0,0,3,10,56,83
75,2018,17,Utah,0,0,1,1,1,0,0,3,2,27,0,7,16,88,176
76,2018,17,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
77,2018,17,Pacific,0,1,6,35,47,0,35,82,415,592,3,54,186,640,773
78,2018,17,Alaska,0,0,1,1,1,0,4,25,185,0,0,1,5,22,21
79,2018,17,California,0,1,4,18,30,0,2,6,17,102,0,35,69,397,610
80,2018,17,Hawaii,0,0,1,0,0,0,19,46,186,28,0,1,4,7,9
81,2018,17,Oregon,0,0,2,10,10,0,0,4,11,37,3,5,12,95,68
82,2018,17,Washington,0,0,2,6,6,0,1,53,16,425,0,10,142,119,65
84,2018,17,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,17,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,17,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2018,17,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
88,2018,17,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,18,United States,1,7,12,121,147,8,76,171,"1,062","3,172",103,325,612,"3,226","5,452"
22,2018,18,New England,0,0,2,4,4,0,3,16,35,53,5,19,43,149,282
23,2018,18,Connecticut,0,0,0,0,0,0,0,2,1,4,0,1,5,15,27
24,2018,18,Maine,0,0,1,0,0,0,0,1,4,1,5,5,19,71,80
25,2018,18,Massachusetts,0,0,1,3,3,0,2,14,15,46,0,6,20,36,69
26,2018,18,New Hampshire,0,0,0,0,0,0,0,1,1,2,0,1,5,9,20
27,2018,18,Rhode Island,0,0,1,1,0,0,0,11,2,0,0,0,24,10,18
28,2018,18,Vermont,0,0,1,0,1,0,0,7,12,0,0,1,4,8,68
29,2018,18,Middle Atlantic,0,1,3,13,13,4,11,63,252,284,10,40,68,321,632
30,2018,18,New Jersey,0,0,2,2,2,0,0,3,16,18,0,7,15,49,157
31,2018,18,New York (excluding New York City),0,0,2,5,5,1,3,54,36,55,4,9,26,88,126
32,2018,18,New York City,0,0,1,1,3,0,5,16,118,111,0,3,6,30,42
33,2018,18,Pennsylvania,0,0,2,5,3,3,1,15,82,100,6,17,31,154,307
34,2018,18,East North Central,0,1,3,12,17,0,4,16,94,298,9,56,104,423,"1,078"
35,2018,18,Illinois,0,0,1,1,3,0,3,14,65,169,0,9,46,66,216
36,2018,18,Indiana,0,0,2,2,3,0,0,2,5,32,0,6,19,39,92
37,2018,18,Michigan,0,0,1,3,2,0,0,2,9,15,0,12,25,100,193
38,2018,18,Ohio,0,0,2,5,6,0,0,3,10,44,9,13,28,175,315
39,2018,18,Wisconsin,0,0,1,1,3,0,0,2,5,38,0,11,27,43,262
40,2018,18,West North Central,0,0,3,10,11,1,2,35,30,657,4,25,117,203,508
41,2018,18,Iowa,0,0,1,1,0,0,1,7,10,74,0,3,8,18,31
42,2018,18,Kansas,0,0,1,0,1,0,0,4,1,148,0,3,11,27,65
43,2018,18,Minnesota,0,0,3,0,6,1,0,10,4,33,0,10,32,34,238
44,2018,18,Missouri,0,0,3,9,2,0,1,21,14,392,2,5,87,52,116
45,2018,18,Nebraska,0,0,0,0,2,0,0,2,1,1,2,2,14,49,30
46,2018,18,North Dakota,0,0,0,0,0,0,0,1,0,9,0,1,4,13,24
47,2018,18,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4
48,2018,18,South Atlantic,1,1,4,25,30,0,6,19,143,80,7,27,59,303,474
49,2018,18,Delaware,0,0,0,0,1,0,0,6,20,0,0,0,2,0,3
50,2018,18,District of Columbia,0,0,1,0,0,0,0,12,4,10,0,0,1,2,11
51,2018,18,Florida,1,0,2,12,10,0,1,9,24,8,3,7,15,93,133
52,2018,18,Georgia,0,0,2,4,4,0,1,4,8,24,0,1,11,1,57
53,2018,18,Maryland,0,0,2,3,1,0,0,3,13,4,1,1,6,22,38
54,2018,18,North Carolina,0,0,2,5,4,0,0,3,2,10,1,8,24,122,97
55,2018,18,South Carolina,0,0,0,0,3,0,0,1,1,0,0,2,9,7,80
56,2018,18,Virginia,0,0,2,1,6,0,1,16,70,24,2,6,29,47,52
57,2018,18,West Virginia,0,0,1,0,1,0,0,1,1,0,0,0,4,9,3
58,2018,18,East South Central,0,0,2,4,4,0,1,11,19,73,2,14,42,147,336
59,2018,18,Alabama,0,0,1,2,0,0,0,11,6,20,0,3,17,30,55
60,2018,18,Kentucky,0,0,1,0,1,0,0,3,5,12,2,5,28,66,209
61,2018,18,Mississippi,0,0,1,0,1,0,0,2,2,16,0,1,3,17,13
62,2018,18,Tennessee,0,0,2,2,2,0,0,6,6,25,0,4,9,34,59
63,2018,18,West South Central,0,0,3,11,10,2,4,32,46,960,12,36,151,260,499
64,2018,18,Arkansas,0,0,1,0,0,0,0,4,3,521,0,3,9,17,63
65,2018,18,Louisiana,0,0,1,0,3,0,0,4,2,49,0,1,6,27,34
66,2018,18,Oklahoma,0,0,1,0,0,0,0,14,5,120,0,0,43,8,7
67,2018,18,Texas,0,0,3,11,7,2,3,23,36,270,12,26,144,208,395
68,2018,18,Mountain,0,0,2,7,9,0,1,14,21,124,24,36,73,695,755
69,2018,18,Arizona,0,0,1,1,2,0,0,12,5,21,1,6,17,90,176
70,2018,18,Colorado,0,0,1,2,1,0,0,2,10,65,13,11,41,275,237
71,2018,18,Idaho,0,0,1,2,1,0,0,1,1,5,9,2,21,140,17
72,2018,18,Montana,0,0,1,0,0,0,0,2,1,2,0,1,18,21,6
73,2018,18,Nevada,0,0,0,0,2,0,0,1,1,4,1,1,10,7,41
74,2018,18,New Mexico,0,0,1,1,2,0,0,1,1,0,0,3,10,74,85
75,2018,18,Utah,0,0,1,1,1,0,0,3,2,27,0,7,16,88,191
76,2018,18,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
77,2018,18,Pacific,0,1,6,35,49,1,35,81,422,643,30,55,185,725,888
78,2018,18,Alaska,0,0,1,1,1,0,4,25,188,1,0,1,5,22,21
79,2018,18,California,0,1,4,18,31,0,2,6,20,106,0,35,69,437,677
80,2018,18,Hawaii,0,0,1,0,0,0,19,45,186,42,0,1,4,7,11
81,2018,18,Oregon,0,0,2,10,11,0,0,4,11,37,0,6,13,111,78
82,2018,18,Washington,0,0,2,6,6,1,1,51,17,457,30,10,142,148,101
84,2018,18,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,18,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,18,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2018,18,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
88,2018,18,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,19,United States,5,7,13,132,158,26,75,169,"1,136","3,341",92,313,615,"3,500","5,829"
22,2018,19,New England,0,0,2,6,4,0,3,16,36,61,1,18,43,165,310
23,2018,19,Connecticut,0,0,0,0,0,0,0,2,1,5,0,1,5,15,28
24,2018,19,Maine,0,0,1,0,0,0,0,1,4,1,1,5,19,78,99
25,2018,19,Massachusetts,0,0,1,5,3,0,2,14,16,53,0,6,20,44,73
26,2018,19,New Hampshire,0,0,0,0,0,0,0,1,1,2,0,1,5,10,21
27,2018,19,Rhode Island,0,0,1,1,0,0,0,11,2,0,0,0,24,10,18
28,2018,19,Vermont,0,0,1,0,1,0,0,7,12,0,0,1,4,8,71
29,2018,19,Middle Atlantic,0,1,3,13,15,6,11,63,270,294,6,40,68,333,682
30,2018,19,New Jersey,0,0,2,2,2,0,0,4,18,18,0,7,15,50,170
31,2018,19,New York (excluding New York City),0,0,2,5,6,1,3,54,37,64,4,9,26,92,134
32,2018,19,New York City,0,0,1,1,3,0,5,16,123,111,0,3,6,31,46
33,2018,19,Pennsylvania,0,0,2,5,4,5,1,15,92,101,2,17,31,160,332
34,2018,19,East North Central,1,1,3,16,20,7,4,16,110,314,11,56,104,448,"1,143"
35,2018,19,Illinois,0,0,1,1,4,0,3,14,72,183,0,9,46,73,223
36,2018,19,Indiana,0,0,2,2,3,0,0,2,5,32,0,5,19,39,98
