,year,mmwr_week,Reporting Area,"Meningococcal disease(Neisseria meningitidis)�, All serogroups current week","Meningococcal disease(Neisseria meningitidis)�, All serogroups previous 52 weeks median ","Meningococcal disease(Neisseria meningitidis)�, All serogroups previous 52 weeks maximum ","Meningococcal disease(Neisseria meningitidis)�, All serogroups cummulative for 2017","Meningococcal disease(Neisseria meningitidis)�, All serogroups cummulative for 2016",Mumps current week,Mumps previous 52 weeks median ,Mumps previous 52 weeks maximum ,Mumps cummulative for 2017,Mumps cummulative for 2016,Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2017,Pertussis cummulative for 2016
32,2017,14,N.Y. City,0,0,3,3,3,0,4,19,69,9,0,4,14,28,94
33,2017,14,Pa.,0,0,2,4,4,4,0,29,105,2,6,42,164,344,712
34,2017,14,E.N. CENTRAL,2,0,6,9,15,4,8,55,200,283,13,68,186,624,963
35,2017,14,Ill.,0,0,2,0,6,2,3,23,104,183,0,19,41,114,234
36,2017,14,Ind.,0,0,2,1,2,0,2,23,22,82,0,2,9,24,44
37,2017,14,Mich.,0,0,1,1,2,0,0,2,7,6,0,7,20,104,76
38,2017,14,Ohio,2,0,3,7,3,2,1,20,40,8,11,18,38,262,260
39,2017,14,Wis.,0,0,1,0,2,0,0,15,27,4,2,22,129,120,349
40,2017,14,W.N. CENTRAL,0,0,2,5,7,10,16,57,464,340,4,28,63,155,329
41,2017,14,Iowa,0,0,0,0,2,0,7,35,54,305,0,2,11,9,26
42,2017,14,Kans.,0,0,1,1,1,2,0,15,101,6,0,2,10,8,33
43,2017,14,Minn.,0,0,1,0,0,0,0,3,6,17,0,16,38,19,150
44,2017,14,Mo.,0,0,1,2,3,8,1,39,296,1,4,4,27,78,48
45,2017,14,Nebr.,0,0,1,2,0,0,0,10,1,2,0,2,8,25,65
46,2017,14,N. Dak.,0,0,0,0,0,0,0,3,6,9,0,0,5,15,2
47,2017,14,S. Dak.,0,0,0,0,1,0,0,2,0,0,0,0,2,1,5
48,2017,14,S. ATLANTIC,1,1,5,22,16,0,2,7,31,32,12,27,45,258,393
49,2017,14,Del.,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6
50,2017,14,D.C.,0,0,0,0,0,0,0,2,3,0,0,0,3,9,4
51,2017,14,Fla.,1,0,3,10,5,0,0,2,3,4,10,6,19,88,99
52,2017,14,Ga.,0,0,3,2,2,0,0,4,13,0,0,2,7,11,65
53,2017,14,Md.,0,0,1,1,1,0,0,3,1,0,1,2,10,27,29
54,2017,14,N.C.,0,0,1,2,2,0,0,3,2,22,0,4,11,35,95
55,2017,14,S.C.,0,0,2,4,3,0,0,2,0,2,1,4,16,59,30
56,2017,14,Va.,0,0,1,3,3,0,0,4,9,4,0,3,24,26,52
57,2017,14,W. Va.,0,0,2,0,0,0,0,1,0,0,0,0,2,3,13
58,2017,14,E.S. CENTRAL,0,0,1,3,5,2,1,15,41,44,2,12,33,182,300
59,2017,14,Ala.,0,0,1,0,2,0,0,4,12,1,0,3,7,25,56
60,2017,14,Ky.,0,0,1,0,1,0,0,15,6,42,2,6,27,111,211
61,2017,14,Miss.,0,0,1,1,0,2,0,2,5,0,0,0,2,6,1
62,2017,14,Tenn.,0,0,1,2,2,0,0,6,18,1,0,3,10,40,32
63,2017,14,W.S. CENTRAL,0,0,2,5,11,24,40,333,832,15,37,27,148,286,250
64,2017,14,Ark.,0,0,1,0,1,0,19,249,506,0,1,1,6,38,13
65,2017,14,La.,0,0,1,2,2,0,0,3,3,0,0,1,6,11,17
66,2017,14,Okla.,0,0,1,0,1,9,2,81,110,0,7,0,54,7,0
67,2017,14,Tex.,0,0,2,3,7,15,2,55,213,15,29,22,139,230,220
68,2017,14,MOUNTAIN,0,0,2,7,7,1,1,12,83,27,16,30,46,418,570
69,2017,14,Ariz.,0,0,1,2,1,1,0,2,5,3,7,4,15,114,142
70,2017,14,Colo.,0,0,2,2,0,0,0,10,45,8,8,15,28,206,260
71,2017,14,Idaho,0,0,1,1,0,0,0,2,4,0,0,1,8,12,20
72,2017,14,Mont.,0,0,1,0,0,0,0,3,2,15,1,0,3,1,4
73,2017,14,Nev.,0,0,2,0,3,0,0,1,3,0,0,0,5,14,13
74,2017,14,N. Mex.,0,0,1,1,1,0,0,1,0,0,0,3,11,46,39
75,2017,14,Utah,0,0,1,1,2,0,0,8,24,1,0,4,11,25,79
76,2017,14,Wyo.,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13
77,2017,14,PACIFIC,1,2,8,39,38,44,3,148,401,26,6,39,135,336,524
78,2017,14,Alaska,0,0,1,1,2,0,0,2,1,0,0,2,10,11,33
79,2017,14,Calif.,0,1,6,22,27,0,2,7,37,26,0,26,44,228,332
80,2017,14,Hawaii,0,0,1,0,0,0,0,3,6,0,1,1,5,6,16
81,2017,14,Oreg.,0,0,3,10,6,1,1,5,36,0,0,3,13,25,45
82,2017,14,Wash.,1,0,5,6,3,43,0,140,321,0,5,9,102,66,98
83,2017,14,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2017,14,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2017,14,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2017,14,P.R.,0,0,0,0,0,0,0,1,1,1,0,0,4,0,2
87,2017,14,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2017,15,UNITED STATES,1,6,14,108,122,112,134,404,"2,481",962,102,332,620,"3,250","4,988"
22,2017,15,NEW ENGLAND,0,0,1,0,8,0,2,38,35,115,3,17,73,220,182
23,2017,15,Conn.,0,0,0,0,1,0,0,12,3,13,0,1,7,16,21
24,2017,15,Maine,0,0,0,0,1,0,0,4,1,4,0,6,14,96,57
25,2017,15,Mass.,0,0,1,0,6,0,1,28,30,91,0,4,11,23,42
26,2017,15,N.H.,0,0,0,0,0,0,0,1,1,7,0,1,4,13,14
27,2017,15,R.I.,0,0,0,0,0,0,0,1,0,0,0,0,18,12,10
28,2017,15,Vt.,0,0,0,0,0,0,0,0,0,0,3,3,47,60,38
29,2017,15,MID. ATLANTIC,0,1,4,13,10,15,12,36,243,23,11,69,177,545,"1,224"
30,2017,15,N.J.,0,0,2,1,2,0,0,3,10,3,0,6,17,43,169
31,2017,15,N.Y. (Upstate),0,0,2,5,1,0,2,23,34,9,0,11,33,89,188
32,2017,15,N.Y. City,0,0,3,3,3,0,4,19,77,9,0,4,14,32,100
33,2017,15,Pa.,0,0,2,4,4,15,0,29,122,2,11,41,164,381,767
34,2017,15,E.N. CENTRAL,0,0,6,9,15,4,9,56,226,316,17,69,187,661,"1,027"
35,2017,15,Ill.,0,0,2,0,6,1,3,23,123,206,0,18,41,124,252
36,2017,15,Ind.,0,0,2,1,2,0,2,25,25,90,0,3,10,26,47
37,2017,15,Mich.,0,0,1,1,2,0,0,2,8,6,0,7,20,112,79
38,2017,15,Ohio,0,0,3,7,3,3,1,20,43,10,17,18,38,279,278
39,2017,15,Wis.,0,0,1,0,2,0,0,15,27,4,0,22,129,120,371
40,2017,15,W.N. CENTRAL,0,0,2,5,7,22,15,57,500,355,6,29,64,196,357
41,2017,15,Iowa,0,0,0,0,2,0,7,35,54,319,0,2,11,9,31
42,2017,15,Kans.,0,0,1,1,1,8,0,17,117,6,0,2,10,8,35
43,2017,15,Minn.,0,0,1,0,0,0,0,3,7,17,0,16,38,52,166
44,2017,15,Mo.,0,0,1,2,3,14,1,39,315,2,3,5,27,83,50
45,2017,15,Nebr.,0,0,1,2,0,0,0,10,1,2,3,2,8,28,68
46,2017,15,N. Dak.,0,0,0,0,0,0,0,1,6,9,0,1,5,15,2
47,2017,15,S. Dak.,0,0,0,0,1,0,0,2,0,0,0,0,2,1,5
48,2017,15,S. ATLANTIC,0,1,5,26,17,0,2,7,34,33,7,27,46,268,421
49,2017,15,Del.,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
50,2017,15,D.C.,0,0,0,0,0,0,0,2,3,0,0,0,3,9,5
51,2017,15,Fla.,0,0,3,10,5,0,0,2,3,4,7,6,19,95,103
52,2017,15,Ga.,0,0,3,2,3,0,0,4,13,0,0,2,7,11,72
53,2017,15,Md.,0,0,1,1,1,0,0,3,2,0,0,2,10,27,31
54,2017,15,N.C.,0,0,1,2,2,0,0,3,2,23,0,4,11,37,106
55,2017,15,S.C.,0,0,2,6,3,0,0,2,0,2,0,4,16,59,32
56,2017,15,Va.,0,0,3,5,3,0,0,4,11,4,0,3,24,26,53
57,2017,15,W. Va.,0,0,2,0,0,0,0,1,0,0,0,0,2,3,13
58,2017,15,E.S. CENTRAL,0,0,1,3,6,0,1,15,39,46,4,12,29,199,327
59,2017,15,Ala.,0,0,1,0,3,0,0,4,12,1,0,3,7,25,61
60,2017,15,Ky.,0,0,1,0,1,0,0,15,6,43,4,7,20,126,230
61,2017,15,Miss.,0,0,1,1,0,0,0,2,4,0,0,0,2,7,1
62,2017,15,Tenn.,0,0,1,2,2,0,0,6,17,2,0,3,10,41,35
63,2017,15,W.S. CENTRAL,0,0,2,5,12,11,40,333,855,18,9,28,153,313,272
64,2017,15,Ark.,0,0,1,0,1,2,19,249,514,0,0,1,11,39,14
65,2017,15,La.,0,0,1,2,2,3,0,3,9,0,0,1,6,19,18
66,2017,15,Okla.,0,0,1,0,1,3,3,81,114,0,0,0,54,7,0
67,2017,15,Tex.,0,0,2,3,8,3,2,55,218,18,9,22,139,248,240
68,2017,15,MOUNTAIN,0,0,2,7,7,5,1,12,88,29,25,30,53,463,600
69,2017,15,Ariz.,0,0,1,2,1,2,0,2,7,3,8,4,15,129,154
70,2017,15,Colo.,0,0,2,2,0,3,0,10,48,9,15,15,28,221,270
71,2017,15,Idaho,0,0,1,1,0,0,0,2,4,0,2,1,8,14,20
72,2017,15,Mont.,0,0,1,0,0,0,0,3,2,15,0,0,3,1,4
73,2017,15,Nev.,0,0,2,0,3,0,0,1,3,1,0,0,6,21,14
74,2017,15,N. Mex.,0,0,1,1,1,0,0,1,0,0,0,3,11,47,44
75,2017,15,Utah,0,0,1,1,2,0,0,8,24,1,0,4,11,30,81
76,2017,15,Wyo.,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13
77,2017,15,PACIFIC,1,2,8,40,40,55,3,155,461,27,20,40,137,385,578
78,2017,15,Alaska,0,0,1,1,2,0,0,2,1,0,0,2,10,12,38
79,2017,15,Calif.,0,1,6,22,27,0,2,7,43,27,0,26,44,258,365
80,2017,15,Hawaii,0,0,1,0,1,0,0,3,7,0,1,1,5,7,17
81,2017,15,Oreg.,1,0,3,11,6,1,1,5,36,0,0,3,13,28,48
82,2017,15,Wash.,0,0,5,6,4,54,0,147,374,0,19,8,103,80,110
83,2017,15,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2017,15,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2017,15,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2017,15,P.R.,0,0,0,0,0,0,0,1,1,1,0,0,4,0,2
87,2017,15,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2017,16,UNITED STATES,2,6,13,111,131,86,135,467,"2,570","1,053",124,292,621,"3,425","4,647"
22,2017,16,NEW ENGLAND,0,0,1,1,8,0,3,38,48,145,7,17,73,243,189
23,2017,16,Conn.,0,0,0,0,1,0,0,12,4,15,0,1,7,17,22
24,2017,16,Maine,0,0,0,0,1,0,0,4,1,4,6,6,14,112,58
25,2017,16,Mass.,0,0,1,1,6,0,2,28,41,119,0,4,11,25,46
26,2017,16,N.H.,0,0,0,0,0,0,0,1,2,7,0,1,4,13,15
27,2017,16,R.I.,0,0,0,0,0,0,0,1,0,0,0,0,18,12,10
28,2017,16,Vt.,0,0,0,0,0,0,0,0,0,0,1,3,47,64,38
29,2017,16,MID. ATLANTIC,0,1,3,12,12,6,12,32,218,24,17,49,99,424,917
30,2017,16,N.J.,0,0,2,1,4,0,0,4,11,3,0,7,17,45,176
31,2017,16,N.Y. (Upstate),0,0,2,5,2,0,2,23,34,9,8,11,33,109,190
32,2017,16,N.Y. City,0,0,3,3,3,0,4,19,82,11,0,4,14,33,104
33,2017,16,Pa.,0,0,1,3,3,6,0,15,91,1,9,21,86,237,447
34,2017,16,E.N. CENTRAL,0,0,5,9,15,0,8,40,231,330,13,56,169,712,795
35,2017,16,Ill.,0,0,2,0,8,0,3,19,126,218,0,18,41,131,271
36,2017,16,Ind.,0,0,2,1,2,0,2,25,25,102,0,3,10,26,55
37,2017,16,Mich.,0,0,1,1,2,0,0,2,10,6,2,8,20,127,85
38,2017,16,Ohio,0,0,3,7,0,0,0,7,43,0,11,0,34,290,0
39,2017,16,Wis.,0,0,1,0,3,0,0,15,27,4,0,22,129,138,384
40,2017,16,W.N. CENTRAL,0,0,2,5,7,10,16,58,524,391,2,30,64,221,397
41,2017,16,Iowa,0,0,0,0,2,0,7,35,57,354,0,1,11,10,34
42,2017,16,Kans.,0,0,1,1,1,0,0,17,120,6,0,2,10,19,37
43,2017,16,Minn.,0,0,1,0,0,0,0,3,8,17,0,15,38,56,193
44,2017,16,Mo.,0,0,1,2,3,10,1,39,332,3,1,5,27,89,54
45,2017,16,Nebr.,0,0,1,2,0,0,0,10,1,2,1,2,8,31,71
46,2017,16,N. Dak.,0,0,0,0,0,0,0,1,6,9,0,1,5,15,3
47,2017,16,S. Dak.,0,0,0,0,1,0,0,2,0,0,0,0,2,1,5
48,2017,16,S. ATLANTIC,1,1,5,28,20,1,2,7,43,34,9,27,46,295,447
49,2017,16,Del.,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
50,2017,16,D.C.,0,0,0,0,0,0,0,2,3,0,0,0,3,9,5
51,2017,16,Fla.,0,0,3,10,6,1,0,2,4,4,7,6,19,102,107
52,2017,16,Ga.,0,0,3,2,4,0,0,4,13,0,0,2,7,11,74
53,2017,16,Md.,0,0,1,1,1,0,0,3,2,0,0,2,10,28,35
54,2017,16,N.C.,0,0,1,3,2,0,0,3,4,23,0,5,10,50,112
55,2017,16,S.C.,0,0,2,6,3,0,0,2,0,2,0,4,16,59,34
56,2017,16,Va.,1,0,3,6,4,0,0,4,17,5,2,3,24,32,60
57,2017,16,W. Va.,0,0,2,0,0,0,0,1,0,0,0,0,2,3,13
58,2017,16,E.S. CENTRAL,0,0,1,3,6,7,1,15,48,51,9,12,29,218,352
59,2017,16,Ala.,0,0,1,0,3,0,0,4,12,1,0,3,7,30,67
60,2017,16,Ky.,0,0,1,0,1,0,0,15,6,48,6,7,20,135,248
61,2017,16,Miss.,0,0,1,1,0,5,0,2,10,0,0,0,2,7,1
62,2017,16,Tenn.,0,0,1,2,2,2,0,6,20,2,3,3,10,46,36
63,2017,16,W.S. CENTRAL,1,0,2,6,13,10,40,333,871,18,25,28,212,360,293
64,2017,16,Ark.,0,0,1,0,1,0,19,249,516,0,2,1,11,48,13
65,2017,16,La.,0,0,1,2,2,0,0,3,11,0,0,1,6,19,20
66,2017,16,Okla.,0,0,1,0,1,2,4,85,116,0,0,0,59,7,0
67,2017,16,Tex.,1,0,2,4,9,8,2,55,228,18,23,22,139,286,260
68,2017,16,MOUNTAIN,0,0,2,7,7,0,1,12,89,32,32,31,54,522,624
69,2017,16,Ariz.,0,0,1,2,1,0,0,2,7,3,14,4,15,149,156
70,2017,16,Colo.,0,0,2,2,0,0,0,10,48,10,17,15,28,238,285
71,2017,16,Idaho,0,0,1,1,0,0,0,2,4,0,0,1,8,14,21
72,2017,16,Mont.,0,0,1,0,0,0,0,3,2,17,1,0,3,3,4
73,2017,16,Nev.,0,0,2,0,3,0,0,1,4,1,0,0,6,23,16
74,2017,16,N. Mex.,0,0,1,1,1,0,0,1,0,0,0,3,12,51,46
75,2017,16,Utah,0,0,1,1,2,0,0,8,24,1,0,4,11,44,83
76,2017,16,Wyo.,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13
77,2017,16,PACIFIC,0,2,8,40,43,52,3,157,498,28,10,40,137,430,633
78,2017,16,Alaska,0,0,1,1,2,0,0,2,1,0,0,2,10,13,40
79,2017,16,Calif.,0,1,6,22,28,2,2,7,45,27,1,26,44,282,398
80,2017,16,Hawaii,0,0,0,0,1,0,0,3,8,0,1,1,5,9,18
81,2017,16,Oreg.,0,0,3,11,7,1,1,5,37,1,4,3,13,42,51
82,2017,16,Wash.,0,0,5,6,5,49,0,149,407,0,4,8,103,84,126
83,2017,16,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2017,16,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2017,16,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2017,16,P.R.,0,0,1,1,0,0,0,1,1,1,0,0,4,1,2
87,2017,16,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2017,17,UNITED STATES,3,6,13,115,136,108,136,472,"2,736","1,093",141,299,660,"3,755","5,152"
22,2017,17,NEW ENGLAND,0,0,1,1,4,0,2,12,48,38,2,14,62,256,145
23,2017,17,Conn.,0,0,1,0,3,0,0,12,4,27,0,1,7,21,23
24,2017,17,Maine,0,0,0,0,1,0,0,4,1,4,2,6,14,118,58
25,2017,17,Mass.,0,0,1,1,0,0,0,6,41,0,0,0,6,25,0
26,2017,17,N.H.,0,0,0,0,0,0,0,1,2,7,0,1,4,13,15
27,2017,17,R.I.,0,0,0,0,0,0,0,1,0,0,0,0,18,12,10
28,2017,17,Vt.,0,0,0,0,0,0,0,0,0,0,0,3,47,67,39
29,2017,17,MID. ATLANTIC,0,1,3,13,12,14,11,33,233,26,20,50,103,449,971
30,2017,17,N.J.,0,0,1,1,4,0,1,4,11,5,0,8,18,46,203
31,2017,17,N.Y. (Upstate),0,0,2,5,2,10,2,23,44,9,10,11,33,119,196
32,2017,17,N.Y. City,0,0,3,3,3,0,4,19,85,11,0,4,14,34,109
33,2017,17,Pa.,0,0,1,4,3,4,0,15,93,1,10,21,86,250,463
34,2017,17,E.N. CENTRAL,0,0,6,8,19,1,9,56,256,399,20,69,187,772,"1,158"
35,2017,17,Ill.,0,0,2,0,8,0,3,19,147,231,0,18,41,139,291
36,2017,17,Ind.,0,0,2,1,3,0,2,25,26,124,0,3,10,32,60
37,2017,17,Mich.,0,0,1,1,2,0,0,2,11,7,1,8,20,134,95
38,2017,17,Ohio,0,0,3,6,3,1,1,20,44,33,19,18,38,309,306
39,2017,17,Wis.,0,0,1,0,3,0,0,15,28,4,0,22,129,158,406
40,2017,17,W.N. CENTRAL,0,0,2,5,7,16,16,58,575,454,3,31,67,276,411
41,2017,17,Iowa,0,0,1,0,2,0,7,30,65,416,0,2,19,16,36
42,2017,17,Kans.,0,0,1,1,1,3,0,22,134,6,0,3,10,37,39
43,2017,17,Minn.,0,0,1,0,0,2,0,7,19,18,0,15,38,79,201
44,2017,17,Mo.,0,0,1,2,3,11,1,39,347,3,3,5,27,97,55
45,2017,17,Nebr.,0,0,1,2,0,0,0,10,1,2,0,2,8,31,72
46,2017,17,N. Dak.,0,0,0,0,0,0,0,1,9,9,0,1,5,15,3
47,2017,17,S. Dak.,0,0,0,0,1,0,0,2,0,0,0,0,2,1,5
48,2017,17,S. ATLANTIC,0,1,5,28,24,4,2,7,47,35,24,27,46,331,481
49,2017,17,Del.,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
50,2017,17,D.C.,0,0,0,0,0,0,0,2,3,0,0,0,3,9,5
51,2017,17,Fla.,0,0,3,10,6,4,0,2,8,4,18,6,19,120,122
52,2017,17,Ga.,0,0,3,2,7,0,0,4,13,0,0,2,7,11,81
53,2017,17,Md.,0,0,1,1,1,0,0,3,2,0,5,2,10,33,38
54,2017,17,N.C.,0,0,1,3,2,0,0,3,4,23,0,4,10,56,117
55,2017,17,S.C.,0,0,2,6,3,0,0,2,0,2,1,4,16,66,35
56,2017,17,Va.,0,0,3,6,5,0,0,4,17,6,0,3,24,32,62
57,2017,17,W. Va.,0,0,2,0,0,0,0,1,0,0,0,0,2,3,14
58,2017,17,E.S. CENTRAL,0,0,1,3,6,1,1,15,53,61,5,13,29,237,370
59,2017,17,Ala.,0,0,1,0,3,0,0,4,12,1,0,3,7,33,71
60,2017,17,Ky.,0,0,1,0,1,0,0,15,6,58,4,7,20,147,262
61,2017,17,Miss.,0,0,1,1,0,0,0,8,13,0,0,0,2,7,1
62,2017,17,Tenn.,0,0,1,2,2,1,0,6,22,2,1,3,10,50,36
63,2017,17,W.S. CENTRAL,2,0,2,8,13,11,40,333,888,19,36,28,212,409,317
64,2017,17,Ark.,0,0,1,0,1,2,19,249,519,0,5,1,11,54,15
65,2017,17,La.,0,0,1,2,2,0,0,3,11,0,0,1,6,19,21
66,2017,17,Okla.,0,0,1,0,1,0,4,85,116,0,0,0,59,7,0
67,2017,17,Tex.,2,0,2,6,9,9,2,55,242,19,31,23,139,329,281
68,2017,17,MOUNTAIN,0,0,2,8,7,1,1,12,92,32,20,30,54,560,623
69,2017,17,Ariz.,0,0,1,2,1,1,0,2,8,3,11,4,16,161,162
70,2017,17,Colo.,0,0,2,2,0,0,0,10,48,10,5,14,28,243,268
71,2017,17,Idaho,0,0,1,1,0,0,0,2,4,0,3,1,8,17,26
72,2017,17,Mont.,0,0,1,0,0,0,0,3,2,17,0,0,3,4,4
73,2017,17,Nev.,0,0,2,1,3,0,0,1,4,1,1,0,6,26,18
74,2017,17,N. Mex.,0,0,1,1,1,0,0,1,0,0,0,3,12,58,46
75,2017,17,Utah,0,0,1,1,2,0,0,9,26,1,0,4,11,51,86
76,2017,17,Wyo.,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13
77,2017,17,PACIFIC,1,2,8,41,44,60,4,157,544,29,11,41,137,465,676
78,2017,17,Alaska,0,0,1,1,2,0,0,2,1,0,0,2,10,13,42
79,2017,17,Calif.,1,1,6,23,29,0,2,7,45,27,1,26,44,306,428
80,2017,17,Hawaii,0,0,0,0,1,0,0,3,8,0,0,1,5,9,21
81,2017,17,Oreg.,0,0,3,11,7,0,1,5,38,2,0,3,13,46,54
82,2017,17,Wash.,0,0,5,6,5,60,0,149,452,0,10,8,103,91,131
83,2017,17,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2017,17,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2017,17,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2017,17,P.R.,0,0,1,1,0,0,0,1,1,1,0,0,4,1,3
87,2017,17,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2017,18,UNITED STATES,2,6,13,124,144,83,142,473,"2,884","1,170",133,298,661,"3,984","5,483"
22,2017,18,NEW ENGLAND,0,0,1,3,4,0,2,7,50,42,7,15,62,280,157
23,2017,18,Conn.,0,0,1,0,3,0,0,4,4,31,0,1,7,21,28
24,2017,18,Maine,0,0,0,0,1,0,0,4,1,4,7,7,14,132,62
25,2017,18,Mass.,0,0,1,2,0,0,0,6,43,0,0,0,7,33,0
26,2017,18,N.H.,0,0,0,0,0,0,0,1,2,7,0,1,4,14,16
27,2017,18,R.I.,0,0,0,0,0,0,0,1,0,0,0,0,19,12,10
28,2017,18,Vt.,0,0,1,1,0,0,0,0,0,0,0,3,47,68,41
29,2017,18,MID. ATLANTIC,0,1,3,13,12,12,12,33,256,30,19,50,103,469,"1,024"
30,2017,18,N.J.,0,0,1,1,4,0,1,4,13,8,0,8,18,47,220
31,2017,18,N.Y. (Upstate),0,0,2,5,2,11,3,23,55,9,8,10,33,122,204
32,2017,18,N.Y. City,0,0,3,3,3,0,4,19,92,12,0,4,14,34,116
33,2017,18,Pa.,0,0,1,4,3,1,1,15,96,1,11,21,86,266,484
34,2017,18,E.N. CENTRAL,0,0,6,9,22,1,9,45,271,439,6,69,187,796,"1,234"
35,2017,18,Ill.,0,0,2,0,8,1,3,20,162,241,0,18,41,144,316
36,2017,18,Ind.,0,0,2,1,5,0,1,25,26,147,0,3,10,32,66
37,2017,18,Mich.,0,0,1,2,2,0,0,2,11,8,0,8,20,139,98
38,2017,18,Ohio,0,0,3,6,4,0,1,8,44,39,6,18,38,315,324
39,2017,18,Wis.,0,0,1,0,3,0,0,15,28,4,0,22,129,166,430
40,2017,18,W.N. CENTRAL,0,0,2,5,7,16,16,58,614,475,0,31,67,290,459
41,2017,18,Iowa,0,0,1,0,2,0,6,30,65,437,0,2,19,16,41
42,2017,18,Kans.,0,0,1,1,1,1,0,22,139,6,0,3,10,45,41
43,2017,18,Minn.,0,0,1,0,0,1,0,9,24,18,0,15,38,79,229
44,2017,18,Mo.,0,0,1,2,3,14,1,39,376,3,0,5,27,103,58
45,2017,18,Nebr.,0,0,1,2,0,0,0,10,1,2,0,2,8,30,80
46,2017,18,N. Dak.,0,0,0,0,0,0,0,1,9,9,0,1,5,16,5
47,2017,18,S. Dak.,0,0,0,0,1,0,0,2,0,0,0,0,2,1,5
48,2017,18,S. ATLANTIC,0,1,5,30,24,0,2,7,49,37,12,26,46,352,486
49,2017,18,Del.,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7
50,2017,18,D.C.,0,0,0,0,0,0,0,2,3,0,0,0,3,9,5
51,2017,18,Fla.,0,0,3,10,6,0,0,4,8,4,10,6,19,130,125
52,2017,18,Ga.,0,0,2,3,5,0,0,4,13,2,0,3,8,11,71
53,2017,18,Md.,0,0,1,1,1,0,0,3,2,0,1,2,10,35,39
54,2017,18,N.C.,0,0,1,3,2,0,0,3,4,23,0,5,10,64,127
55,2017,18,S.C.,0,0,2,6,3,0,0,2,0,2,1,4,16,67,35
56,2017,18,Va.,0,0,3,6,5,0,0,4,19,6,0,3,24,32,63
57,2017,18,W. Va.,0,0,2,0,2,0,0,1,0,0,0,0,2,3,14
58,2017,18,E.S. CENTRAL,0,0,1,4,7,2,1,15,60,64,5,13,29,244,390
59,2017,18,Ala.,0,0,1,0,3,0,0,4,12,1,0,3,7,33,72
60,2017,18,Ky.,0,0,1,1,1,0,0,15,10,61,4,7,20,153,276
61,2017,18,Miss.,0,0,1,1,0,0,0,8,14,0,0,0,2,7,1
62,2017,18,Tenn.,0,0,1,2,3,2,0,6,24,2,1,3,10,51,41
63,2017,18,W.S. CENTRAL,1,0,2,9,14,18,40,333,916,20,27,29,212,461,348
64,2017,18,Ark.,0,0,1,0,1,2,19,249,523,0,1,1,11,61,15
65,2017,18,La.,0,0,1,2,2,0,0,3,11,0,0,1,6,19,22
66,2017,18,Okla.,0,0,1,0,1,3,4,85,120,0,0,0,59,7,0
67,2017,18,Tex.,1,0,2,7,10,13,2,56,262,20,26,25,139,374,311
68,2017,18,MOUNTAIN,0,0,2,8,8,1,1,12,93,33,19,30,58,606,651
69,2017,18,Ariz.,0,0,1,2,1,0,0,2,8,3,7,4,16,171,165
70,2017,18,Colo.,0,0,2,2,0,0,0,10,48,10,12,13,28,255,281
71,2017,18,Idaho,0,0,1,1,1,1,0,2,5,0,0,1,8,17,30
72,2017,18,Mont.,0,0,1,0,0,0,0,3,2,18,0,0,3,4,4
73,2017,18,Nev.,0,0,2,1,3,0,0,1,4,1,0,0,6,28,18
74,2017,18,N. Mex.,0,0,1,1,1,0,0,1,0,0,0,3,12,61,50
75,2017,18,Utah,0,0,1,1,2,0,0,9,26,1,0,5,11,70,90
76,2017,18,Wyo.,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13
77,2017,18,PACIFIC,1,2,8,43,46,33,4,157,575,30,38,41,137,486,734
78,2017,18,Alaska,0,0,1,1,2,0,0,2,1,0,0,2,10,13,44
79,2017,18,Calif.,0,1,6,24,30,0,2,7,44,27,0,26,44,306,461
