,year,mmwr_week,Reporting Area,"Meningococcal disease, All serogroups; Current week","Meningococcal disease, All serogroups; Previous 52 weeks Max �","Meningococcal disease, All serogroups; Cum YTD 2020 �","Meningococcal disease, All serogroups; Cum YTD 2019 �","Meningococcal disease, Serogroups ACWY; Current week","Meningococcal disease, Serogroups ACWY; Previous 52 weeks Max �","Meningococcal disease, Serogroups ACWY; Cum YTD 2020 �","Meningococcal disease, Serogroups ACWY; Cum YTD 2019 �","Meningococcal disease, Serogroup B; Current week","Meningococcal disease, Serogroup B; Previous 52 weeks Max �","Meningococcal disease, Serogroup B; Cum YTD 2020 �","Meningococcal disease, Serogroup B; Cum YTD 2019 �",column labels (in same order that data fields appears in each record below):
36,2020,14,Wisconsin,0,1,0,1,0,1,0,0,0,1,0,1,
37,2020,14,West North Central,0,3,4,6,0,1,1,0,0,1,0,0,
38,2020,14,Iowa,0,1,0,1,0,0,0,0,0,0,0,0,
39,2020,14,Kansas,0,1,0,1,0,0,0,0,0,0,0,0,
40,2020,14,Minnesota,0,1,0,0,0,0,0,0,0,0,0,0,
41,2020,14,Missouri,0,2,3,4,0,0,0,0,0,0,0,0,
42,2020,14,Nebraska,0,1,1,0,0,1,1,0,0,1,0,0,
43,2020,14,North Dakota,0,1,0,0,0,1,0,0,0,1,0,0,
44,2020,14,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
45,2020,14,South Atlantic,0,6,28,20,0,2,3,9,0,1,2,1,
46,2020,14,Delaware,0,1,1,0,0,0,0,0,0,0,0,0,
47,2020,14,District of Columbia,0,1,0,1,0,0,0,0,0,0,0,0,
48,2020,14,Florida,0,4,12,7,0,1,0,3,0,1,0,1,
49,2020,14,Georgia,0,2,4,5,0,1,0,2,0,0,0,0,
50,2020,14,Maryland,0,2,4,0,0,1,1,0,0,0,0,0,
51,2020,14,North Carolina,0,1,3,4,0,1,2,2,0,1,1,0,
52,2020,14,South Carolina,0,1,0,0,0,0,0,0,0,0,0,0,
53,2020,14,Virginia,0,2,4,3,0,1,0,2,0,1,1,0,
54,2020,14,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,
55,2020,14,East South Central,0,2,4,9,0,1,2,2,0,2,2,1,
56,2020,14,Alabama,0,1,1,1,0,1,1,0,0,0,0,1,
57,2020,14,Kentucky,0,2,0,3,0,0,0,1,0,0,0,0,
58,2020,14,Mississippi,0,1,0,3,0,0,0,0,0,0,0,0,
59,2020,14,Tennessee,0,2,3,2,0,1,1,1,0,2,2,0,
60,2020,14,West South Central,0,4,11,12,0,2,4,8,0,1,0,2,
61,2020,14,Arkansas,0,1,0,1,0,1,0,0,0,1,0,1,
62,2020,14,Louisiana,0,1,1,0,0,1,1,0,0,0,0,0,
63,2020,14,Oklahoma,0,1,2,4,0,0,0,4,0,0,0,0,
64,2020,14,Texas,0,4,8,7,0,2,3,4,0,1,0,1,
65,2020,14,Mountain,1,2,8,9,0,1,2,3,0,1,1,3,
66,2020,14,Arizona,0,1,2,2,0,1,1,1,0,1,1,1,
67,2020,14,Colorado,1,2,4,1,0,1,0,0,0,0,0,1,
68,2020,14,Idaho,0,1,0,0,0,0,0,0,0,0,0,0,
69,2020,14,Montana,0,0,0,3,0,0,0,0,0,0,0,1,
70,2020,14,Nevada,0,1,1,1,0,1,0,1,0,0,0,0,
71,2020,14,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,
72,2020,14,Utah,0,1,1,1,0,1,1,1,0,1,0,0,
73,2020,14,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
74,2020,14,Pacific,1,4,14,23,0,2,0,3,0,0,0,1,
75,2020,14,Alaska,0,2,0,0,0,2,0,0,0,0,0,0,
76,2020,14,California,1,3,12,11,0,0,0,0,0,0,0,0,
77,2020,14,Hawaii,0,0,0,1,0,0,0,0,0,0,0,0,
78,2020,14,Oregon,0,1,0,4,0,1,0,3,0,0,0,1,
79,2020,14,Washington,0,2,2,7,0,0,0,0,0,0,0,0,
80,2020,14,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
81,2020,14,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
82,2020,14,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
83,2020,14,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
84,2020,14,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
85,2020,14,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
86,2020,14,Non-U.S. Residents,0,0,0,0,0,0,0,0,0,0,0,0,
87,2020,14,Total,2,12,97,124,0,5,27,44,0,3,9,14,
18,2020,15,"U.S. Residents, excluding U.S. Territories",3,12,101,135,0,5,27,47,0,3,9,16,
19,2020,15,New England,0,2,8,10,0,2,6,9,0,1,0,1,
20,2020,15,Connecticut,0,1,1,1,0,1,0,0,0,1,0,1,
21,2020,15,Maine,0,1,0,0,0,1,0,0,0,1,0,0,
22,2020,15,Massachusetts,0,2,7,7,0,2,6,7,0,1,0,0,
23,2020,15,New Hampshire,0,1,0,1,0,1,0,1,0,0,0,0,
24,2020,15,Rhode Island,0,1,0,1,0,0,0,1,0,0,0,0,
25,2020,15,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
26,2020,15,Middle Atlantic,0,3,10,22,0,2,5,2,0,2,1,2,
27,2020,15,New Jersey,0,1,0,5,0,0,0,0,0,0,0,0,
28,2020,15,New York (excluding New York City),0,2,1,4,0,1,1,2,0,2,0,2,
29,2020,15,New York City,0,1,0,6,0,0,0,0,0,0,0,0,
30,2020,15,Pennsylvania,0,2,9,7,0,2,4,0,0,1,1,0,
31,2020,15,East North Central,0,4,10,17,0,3,4,9,0,3,3,4,
32,2020,15,Illinois,0,1,3,6,0,1,0,2,0,1,1,0,
33,2020,15,Indiana,0,1,1,4,0,1,0,4,0,1,1,0,
34,2020,15,Michigan,0,3,1,1,0,3,1,1,0,1,0,0,
35,2020,15,Ohio,0,2,5,5,0,1,3,2,0,2,1,3,
36,2020,15,Wisconsin,0,1,0,1,0,1,0,0,0,1,0,1,
37,2020,15,West North Central,0,3,4,6,0,1,1,0,0,1,0,0,
38,2020,15,Iowa,0,1,0,1,0,0,0,0,0,0,0,0,
39,2020,15,Kansas,0,1,0,1,0,0,0,0,0,0,0,0,
40,2020,15,Minnesota,0,1,0,0,0,0,0,0,0,0,0,0,
41,2020,15,Missouri,0,2,3,4,0,0,0,0,0,0,0,0,
42,2020,15,Nebraska,0,1,1,0,0,1,1,0,0,1,0,0,
43,2020,15,North Dakota,0,1,0,0,0,1,0,0,0,1,0,0,
44,2020,15,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
45,2020,15,South Atlantic,2,6,30,22,0,2,3,10,0,1,2,1,
46,2020,15,Delaware,0,1,1,0,0,0,0,0,0,0,0,0,
47,2020,15,District of Columbia,0,1,0,1,0,0,0,0,0,0,0,0,
48,2020,15,Florida,1,4,13,8,0,1,0,3,0,1,0,1,
49,2020,15,Georgia,0,2,4,6,0,1,0,3,0,0,0,0,
50,2020,15,Maryland,0,2,4,0,0,1,1,0,0,0,0,0,
51,2020,15,North Carolina,0,1,3,4,0,1,2,2,0,1,1,0,
52,2020,15,South Carolina,0,1,0,0,0,0,0,0,0,0,0,0,
53,2020,15,Virginia,1,2,5,3,0,1,0,2,0,1,1,0,
54,2020,15,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,
55,2020,15,East South Central,0,2,4,10,0,1,2,3,0,2,2,1,
56,2020,15,Alabama,0,1,1,1,0,1,1,0,0,0,0,1,
57,2020,15,Kentucky,0,2,0,3,0,0,0,1,0,0,0,0,
58,2020,15,Mississippi,0,0,0,3,0,0,0,0,0,0,0,0,
59,2020,15,Tennessee,0,2,3,3,0,1,1,2,0,2,2,0,
60,2020,15,West South Central,1,4,13,13,0,2,4,8,0,1,0,3,
61,2020,15,Arkansas,1,1,1,1,0,1,0,0,0,0,0,1,
62,2020,15,Louisiana,0,1,1,0,0,1,1,0,0,0,0,0,
63,2020,15,Oklahoma,0,1,2,4,0,0,0,4,0,0,0,0,
64,2020,15,Texas,0,4,9,8,0,2,3,4,0,1,0,2,
65,2020,15,Mountain,0,2,8,9,0,1,2,3,0,1,1,3,
66,2020,15,Arizona,0,1,2,2,0,1,1,1,0,1,1,1,
67,2020,15,Colorado,0,2,4,1,0,1,0,0,0,0,0,1,
68,2020,15,Idaho,0,1,0,0,0,0,0,0,0,0,0,0,
69,2020,15,Montana,0,0,0,3,0,0,0,0,0,0,0,1,
70,2020,15,Nevada,0,1,1,1,0,1,0,1,0,0,0,0,
71,2020,15,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,
72,2020,15,Utah,0,1,1,1,0,1,1,1,0,1,0,0,
73,2020,15,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
74,2020,15,Pacific,0,4,14,26,0,2,0,3,0,0,0,1,
75,2020,15,Alaska,0,2,0,0,0,2,0,0,0,0,0,0,
76,2020,15,California,0,3,12,14,0,0,0,0,0,0,0,0,
77,2020,15,Hawaii,0,0,0,1,0,0,0,0,0,0,0,0,
78,2020,15,Oregon,0,1,0,4,0,1,0,3,0,0,0,1,
79,2020,15,Washington,0,2,2,7,0,0,0,0,0,0,0,0,
80,2020,15,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
81,2020,15,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
82,2020,15,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
83,2020,15,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
84,2020,15,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
85,2020,15,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
86,2020,15,Non-U.S. Residents,0,0,0,0,0,0,0,0,0,0,0,0,
87,2020,15,Total,3,12,101,135,0,5,27,47,0,3,9,16,
18,2020,16,"U.S. Residents, excluding U.S. Territories",0,12,107,139,0,5,29,49,0,3,9,16,
19,2020,16,New England,0,2,8,10,0,2,6,9,0,1,0,1,
20,2020,16,Connecticut,0,1,1,1,0,1,0,0,0,1,0,1,
21,2020,16,Maine,0,1,0,0,0,1,0,0,0,1,0,0,
22,2020,16,Massachusetts,0,2,7,7,0,2,6,7,0,1,0,0,
23,2020,16,New Hampshire,0,0,0,1,0,0,0,1,0,0,0,0,
24,2020,16,Rhode Island,0,1,0,1,0,0,0,1,0,0,0,0,
25,2020,16,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
26,2020,16,Middle Atlantic,0,3,11,22,0,2,5,2,0,2,1,2,
27,2020,16,New Jersey,0,1,0,5,0,0,0,0,0,0,0,0,
28,2020,16,New York (excluding New York City),0,2,1,4,0,1,1,2,0,2,0,2,
29,2020,16,New York City,0,1,0,6,0,0,0,0,0,0,0,0,
30,2020,16,Pennsylvania,0,2,10,7,0,2,4,0,0,1,1,0,
31,2020,16,East North Central,0,4,12,17,0,3,4,9,0,3,3,4,
32,2020,16,Illinois,0,1,3,6,0,1,0,2,0,1,1,0,
33,2020,16,Indiana,0,1,2,4,0,1,0,4,0,1,1,0,
34,2020,16,Michigan,0,3,2,1,0,3,1,1,0,1,0,0,
35,2020,16,Ohio,0,2,5,5,0,1,3,2,0,2,1,3,
36,2020,16,Wisconsin,0,1,0,1,0,1,0,0,0,1,0,1,
37,2020,16,West North Central,0,3,4,6,0,1,1,0,0,1,0,0,
38,2020,16,Iowa,0,1,0,1,0,0,0,0,0,0,0,0,
39,2020,16,Kansas,0,1,0,1,0,0,0,0,0,0,0,0,
40,2020,16,Minnesota,0,1,0,0,0,0,0,0,0,0,0,0,
41,2020,16,Missouri,0,2,3,4,0,0,0,0,0,0,0,0,
42,2020,16,Nebraska,0,1,1,0,0,1,1,0,0,1,0,0,
43,2020,16,North Dakota,0,1,0,0,0,1,0,0,0,1,0,0,
44,2020,16,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
45,2020,16,South Atlantic,0,6,31,24,0,2,5,12,0,1,2,1,
46,2020,16,Delaware,0,1,1,0,0,0,0,0,0,0,0,0,
47,2020,16,District of Columbia,0,1,0,1,0,0,0,0,0,0,0,0,
48,2020,16,Florida,0,4,13,9,0,1,0,4,0,1,0,1,
49,2020,16,Georgia,0,2,5,6,0,1,2,3,0,0,0,0,
50,2020,16,Maryland,0,2,4,0,0,1,1,0,0,0,0,0,
51,2020,16,North Carolina,0,1,3,4,0,1,2,2,0,1,1,0,
52,2020,16,South Carolina,0,1,0,0,0,0,0,0,0,0,0,0,
53,2020,16,Virginia,0,2,5,4,0,1,0,3,0,1,1,0,
54,2020,16,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,
55,2020,16,East South Central,0,2,4,11,0,1,2,3,0,2,2,1,
56,2020,16,Alabama,0,1,1,1,0,1,1,0,0,0,0,1,
57,2020,16,Kentucky,0,2,0,4,0,0,0,1,0,0,0,0,
58,2020,16,Mississippi,0,0,0,3,0,0,0,0,0,0,0,0,
59,2020,16,Tennessee,0,2,3,3,0,1,1,2,0,2,2,0,
60,2020,16,West South Central,0,4,13,13,0,2,4,8,0,1,0,3,
61,2020,16,Arkansas,0,1,1,1,0,1,0,0,0,0,0,1,
62,2020,16,Louisiana,0,1,1,0,0,1,1,0,0,0,0,0,
63,2020,16,Oklahoma,0,1,2,4,0,0,0,4,0,0,0,0,
64,2020,16,Texas,0,4,9,8,0,2,3,4,0,1,0,2,
65,2020,16,Mountain,0,2,8,9,0,1,2,3,0,1,1,3,
66,2020,16,Arizona,0,1,2,2,0,1,1,1,0,1,1,1,
67,2020,16,Colorado,0,2,4,1,0,1,0,0,0,0,0,1,
68,2020,16,Idaho,0,1,0,0,0,0,0,0,0,0,0,0,
69,2020,16,Montana,0,0,0,3,0,0,0,0,0,0,0,1,
70,2020,16,Nevada,0,1,1,1,0,1,0,1,0,0,0,0,
71,2020,16,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,
72,2020,16,Utah,0,1,1,1,0,1,1,1,0,1,0,0,
73,2020,16,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
74,2020,16,Pacific,0,4,16,27,0,2,0,3,0,0,0,1,
75,2020,16,Alaska,0,2,1,0,0,2,0,0,0,0,0,0,
76,2020,16,California,0,3,13,15,0,0,0,0,0,0,0,0,
77,2020,16,Hawaii,0,0,0,1,0,0,0,0,0,0,0,0,
78,2020,16,Oregon,0,1,0,4,0,1,0,3,0,0,0,1,
79,2020,16,Washington,0,2,2,7,0,0,0,0,0,0,0,0,
80,2020,16,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
81,2020,16,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
82,2020,16,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
83,2020,16,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
84,2020,16,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
85,2020,16,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
86,2020,16,Non-U.S. Residents,0,0,0,0,0,0,0,0,0,0,0,0,
87,2020,16,Total,0,12,107,139,0,5,29,49,0,3,9,16,
18,2020,17,"U.S. Residents, excluding U.S. Territories",1,12,108,144,0,5,27,51,0,3,8,15,
19,2020,17,New England,0,2,8,10,0,2,6,9,0,1,0,1,
20,2020,17,Connecticut,0,1,1,1,0,1,0,0,0,1,0,1,
21,2020,17,Maine,0,1,0,0,0,1,0,0,0,1,0,0,
22,2020,17,Massachusetts,0,2,7,7,0,2,6,7,0,1,0,0,
23,2020,17,New Hampshire,0,0,0,1,0,0,0,1,0,0,0,0,
24,2020,17,Rhode Island,0,1,0,1,0,0,0,1,0,0,0,0,
25,2020,17,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
26,2020,17,Middle Atlantic,0,3,11,22,0,2,5,2,0,2,1,2,
27,2020,17,New Jersey,0,1,0,5,0,0,0,0,0,0,0,0,
28,2020,17,New York (excluding New York City),0,2,1,4,0,1,1,2,0,2,0,2,
29,2020,17,New York City,0,1,0,6,0,0,0,0,0,0,0,0,
30,2020,17,Pennsylvania,0,2,10,7,0,2,4,0,0,1,1,0,
31,2020,17,East North Central,1,4,13,17,0,3,3,9,0,3,3,4,
32,2020,17,Illinois,0,1,3,6,0,1,0,2,0,1,1,0,
33,2020,17,Indiana,0,1,2,4,0,1,0,4,0,1,1,0,
34,2020,17,Michigan,0,3,2,1,0,3,1,1,0,1,0,0,
35,2020,17,Ohio,1,2,6,5,0,1,2,2,0,2,1,3,
36,2020,17,Wisconsin,0,1,0,1,0,1,0,0,0,1,0,1,
37,2020,17,West North Central,0,3,5,7,0,1,1,0,0,1,0,0,
38,2020,17,Iowa,0,1,1,1,0,0,0,0,0,0,0,0,
39,2020,17,Kansas,0,1,0,1,0,0,0,0,0,0,0,0,
40,2020,17,Minnesota,0,1,0,0,0,0,0,0,0,0,0,0,
41,2020,17,Missouri,0,2,3,5,0,0,0,0,0,0,0,0,
42,2020,17,Nebraska,0,1,1,0,0,1,1,0,0,1,0,0,
43,2020,17,North Dakota,0,1,0,0,0,1,0,0,0,1,0,0,
44,2020,17,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
45,2020,17,South Atlantic,0,6,30,26,0,2,5,12,0,1,1,1,
46,2020,17,Delaware,0,1,1,0,0,0,0,0,0,0,0,0,
47,2020,17,District of Columbia,0,1,0,1,0,0,0,0,0,0,0,0,
48,2020,17,Florida,0,4,13,10,0,1,0,4,0,1,0,1,
49,2020,17,Georgia,0,2,5,7,0,1,2,3,0,0,0,0,
50,2020,17,Maryland,0,2,4,0,0,1,1,0,0,0,0,0,
51,2020,17,North Carolina,0,1,3,4,0,1,2,2,0,1,1,0,
52,2020,17,South Carolina,0,1,0,0,0,0,0,0,0,0,0,0,
53,2020,17,Virginia,0,1,4,4,0,1,0,3,0,1,0,0,
54,2020,17,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,
55,2020,17,East South Central,0,2,4,11,0,1,1,3,0,2,2,1,
56,2020,17,Alabama,0,1,2,1,0,1,1,0,0,0,0,1,
57,2020,17,Kentucky,0,2,0,4,0,0,0,1,0,0,0,0,
58,2020,17,Mississippi,0,0,0,3,0,0,0,0,0,0,0,0,
59,2020,17,Tennessee,0,2,2,3,0,1,0,2,0,2,2,0,
60,2020,17,West South Central,0,4,13,12,0,2,4,8,0,1,0,2,
61,2020,17,Arkansas,0,1,1,0,0,0,0,0,0,0,0,0,
62,2020,17,Louisiana,0,1,1,0,0,1,1,0,0,0,0,0,
63,2020,17,Oklahoma,0,1,2,4,0,0,0,4,0,0,0,0,
64,2020,17,Texas,0,4,9,8,0,2,3,4,0,1,0,2,
65,2020,17,Mountain,0,2,8,10,0,1,2,4,0,1,1,3,
66,2020,17,Arizona,0,1,2,2,0,1,1,1,0,1,1,1,
67,2020,17,Colorado,0,2,4,2,0,1,0,1,0,0,0,1,
68,2020,17,Idaho,0,1,0,0,0,0,0,0,0,0,0,0,
69,2020,17,Montana,0,0,0,3,0,0,0,0,0,0,0,1,
70,2020,17,Nevada,0,1,1,1,0,1,0,1,0,0,0,0,
71,2020,17,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,
72,2020,17,Utah,0,1,1,1,0,1,1,1,0,1,0,0,
73,2020,17,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
74,2020,17,Pacific,0,4,16,29,0,2,0,4,0,0,0,1,
75,2020,17,Alaska,0,2,1,0,0,2,0,0,0,0,0,0,
76,2020,17,California,0,3,13,16,0,0,0,0,0,0,0,0,
77,2020,17,Hawaii,0,0,0,1,0,0,0,0,0,0,0,0,
78,2020,17,Oregon,0,1,0,5,0,1,0,4,0,0,0,1,
79,2020,17,Washington,0,2,2,7,0,0,0,0,0,0,0,0,
80,2020,17,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
81,2020,17,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
82,2020,17,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
83,2020,17,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
84,2020,17,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
85,2020,17,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
86,2020,17,Non-U.S. Residents,0,0,0,0,0,0,0,0,0,0,0,0,
87,2020,17,Total,1,12,108,144,0,5,27,51,0,3,8,15,
18,2020,18,"U.S. Residents, excluding U.S. Territories",0,12,110,151,0,5,27,55,0,3,10,17,
19,2020,18,New England,0,2,8,10,0,2,6,9,0,1,0,1,
20,2020,18,Connecticut,0,1,1,1,0,1,0,0,0,1,0,1,
21,2020,18,Maine,0,1,0,0,0,1,0,0,0,1,0,0,
22,2020,18,Massachusetts,0,2,7,7,0,2,6,7,0,1,0,0,
23,2020,18,New Hampshire,0,0,0,1,0,0,0,1,0,0,0,0,
24,2020,18,Rhode Island,0,1,0,1,0,0,0,1,0,0,0,0,
25,2020,18,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
26,2020,18,Middle Atlantic,0,3,11,24,0,2,5,2,0,2,1,3,
27,2020,18,New Jersey,0,1,0,6,0,0,0,0,0,0,0,0,
28,2020,18,New York (excluding New York City),0,2,1,4,0,1,1,2,0,2,0,2,
29,2020,18,New York City,0,1,0,6,0,0,0,0,0,0,0,0,
30,2020,18,Pennsylvania,0,2,10,8,0,2,4,0,0,1,1,1,
31,2020,18,East North Central,0,4,13,18,0,3,3,10,0,3,3,4,
32,2020,18,Illinois,0,1,3,7,0,1,0,3,0,1,1,0,
33,2020,18,Indiana,0,1,2,4,0,1,0,4,0,1,1,0,
34,2020,18,Michigan,0,3,2,1,0,3,1,1,0,1,0,0,
35,2020,18,Ohio,0,2,6,5,0,1,2,2,0,2,1,3,
36,2020,18,Wisconsin,0,1,0,1,0,1,0,0,0,1,0,1,
37,2020,18,West North Central,0,3,5,8,0,1,1,0,0,1,0,0,
38,2020,18,Iowa,0,1,1,1,0,0,0,0,0,0,0,0,
39,2020,18,Kansas,0,1,0,1,0,0,0,0,0,0,0,0,
40,2020,18,Minnesota,0,1,0,0,0,0,0,0,0,0,0,0,
41,2020,18,Missouri,0,2,3,5,0,0,0,0,0,0,0,0,
42,2020,18,Nebraska,0,1,1,1,0,1,1,0,0,1,0,0,
43,2020,18,North Dakota,0,1,0,0,0,1,0,0,0,1,0,0,
44,2020,18,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
45,2020,18,South Atlantic,0,6,30,27,0,2,5,15,0,1,2,1,
46,2020,18,Delaware,0,1,1,0,0,0,0,0,0,0,0,0,
47,2020,18,District of Columbia,0,1,0,1,0,0,0,0,0,0,0,0,
48,2020,18,Florida,0,4,13,11,0,1,0,5,0,1,1,1,
49,2020,18,Georgia,0,2,5,7,0,1,2,5,0,0,0,0,
50,2020,18,Maryland,0,2,4,0,0,1,1,0,0,0,0,0,
51,2020,18,North Carolina,0,1,3,4,0,1,2,2,0,1,1,0,
52,2020,18,South Carolina,0,1,0,0,0,0,0,0,0,0,0,0,
53,2020,18,Virginia,0,1,4,4,0,1,0,3,0,1,0,0,
54,2020,18,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,
55,2020,18,East South Central,0,2,5,11,0,1,1,3,0,2,3,1,
56,2020,18,Alabama,0,1,2,1,0,1,1,0,0,0,0,1,
57,2020,18,Kentucky,0,2,0,4,0,0,0,1,0,0,0,0,
58,2020,18,Mississippi,0,0,0,3,0,0,0,0,0,0,0,0,
59,2020,18,Tennessee,0,2,3,3,0,1,0,2,0,2,3,0,
60,2020,18,West South Central,0,4,13,13,0,2,4,8,0,1,0,3,
61,2020,18,Arkansas,0,1,1,0,0,0,0,0,0,0,0,0,
62,2020,18,Louisiana,0,1,1,0,0,1,1,0,0,0,0,0,
63,2020,18,Oklahoma,0,1,2,4,0,0,0,4,0,0,0,0,
64,2020,18,Texas,0,4,9,9,0,2,3,4,0,1,0,3,
65,2020,18,Mountain,0,2,8,10,0,1,2,4,0,1,1,3,
66,2020,18,Arizona,0,1,2,2,0,1,1,1,0,1,1,1,
67,2020,18,Colorado,0,2,4,2,0,0,0,1,0,0,0,1,
68,2020,18,Idaho,0,1,0,0,0,0,0,0,0,0,0,0,
69,2020,18,Montana,0,0,0,3,0,0,0,0,0,0,0,1,
70,2020,18,Nevada,0,1,1,1,0,1,0,1,0,0,0,0,
71,2020,18,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,
72,2020,18,Utah,0,1,1,1,0,1,1,1,0,1,0,0,
73,2020,18,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
74,2020,18,Pacific,0,4,17,30,0,2,0,4,0,0,0,1,
75,2020,18,Alaska,0,2,1,0,0,2,0,0,0,0,0,0,
76,2020,18,California,0,3,14,17,0,0,0,0,0,0,0,0,
77,2020,18,Hawaii,0,0,0,1,0,0,0,0,0,0,0,0,
78,2020,18,Oregon,0,1,0,5,0,1,0,4,0,0,0,1,
79,2020,18,Washington,0,2,2,7,0,0,0,0,0,0,0,0,
80,2020,18,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
81,2020,18,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
82,2020,18,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
83,2020,18,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
84,2020,18,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
85,2020,18,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
86,2020,18,Non-U.S. Residents,0,0,0,0,0,0,0,0,0,0,0,0,
87,2020,18,Total,0,12,110,151,0,5,27,55,0,3,10,17,
18,2020,19,"U.S. Residents, excluding U.S. Territories",2,12,110,155,0,5,27,58,0,3,9,17,
19,2020,19,New England,0,2,8,10,0,2,6,9,0,1,0,1,
20,2020,19,Connecticut,0,1,1,1,0,1,0,0,0,1,0,1,
21,2020,19,Maine,0,1,0,0,0,1,0,0,0,1,0,0,
22,2020,19,Massachusetts,0,2,7,7,0,2,6,7,0,1,0,0,
23,2020,19,New Hampshire,0,0,0,1,0,0,0,1,0,0,0,0,
24,2020,19,Rhode Island,0,1,0,1,0,0,0,1,0,0,0,0,
25,2020,19,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
26,2020,19,Middle Atlantic,1,3,11,24,0,2,5,2,0,2,1,3,
27,2020,19,New Jersey,0,1,0,6,0,0,0,0,0,0,0,0,
28,2020,19,New York (excluding New York City),1,2,2,4,0,1,1,2,0,2,0,2,
29,2020,19,New York City,0,1,0,6,0,0,0,0,0,0,0,0,
30,2020,19,Pennsylvania,0,2,9,8,0,2,4,0,0,1,1,1,
31,2020,19,East North Central,0,4,13,18,0,3,3,10,0,3,3,4,
32,2020,19,Illinois,0,1,3,7,0,1,0,3,0,1,1,0,
33,2020,19,Indiana,0,1,2,4,0,1,0,4,0,1,1,0,
34,2020,19,Michigan,0,3,2,1,0,3,1,1,0,1,0,0,
35,2020,19,Ohio,0,2,6,5,0,1,2,2,0,2,1,3,
36,2020,19,Wisconsin,0,1,0,1,0,1,0,0,0,1,0,1,
37,2020,19,West North Central,0,3,5,8,0,1,1,0,0,1,0,0,
38,2020,19,Iowa,0,1,1,1,0,0,0,0,0,0,0,0,
39,2020,19,Kansas,0,1,0,1,0,0,0,0,0,0,0,0,
40,2020,19,Minnesota,0,1,0,0,0,0,0,0,0,0,0,0,
41,2020,19,Missouri,0,2,3,5,0,0,0,0,0,0,0,0,
42,2020,19,Nebraska,0,1,1,1,0,1,1,0,0,1,0,0,
43,2020,19,North Dakota,0,1,0,0,0,1,0,0,0,1,0,0,
